artist,total_tracks,spotify_popularity,danceability,energy,speechiness,instrumentalness,pct_explicit_tracks,duration_min,feature_pct,spotify_track_genre
Jeff Peterson,1,22.0,Low,Low,Low,Instrumental,0.0,4.25,0.0,guitar
Jeff Riv3r & Mike F,1,54.0,Medium,High,Low,Vocal,0.0,3.11,100.0,swedish
Jeff Rosenstock,3,24.333333333333332,Medium,Medium,Low,Vocal,0.0,2.65,0.0,power-pop
Jeff Wahl,1,21.0,Medium,Low,Low,Instrumental,0.0,2.28,0.0,guitar
Jefferson & Suellen,7,47.285714285714285,Low,Medium,Low,Vocal,0.0,5.651428571428572,0.0,brazil
Jefferson Airplane,6,59.0,Medium,Low,Low,Vocal,0.0,3.0083333333333333,0.0,psych-rock
Jeffrey Iqbal,1,44.0,Medium,Medium,Low,Vocal,0.0,3.17,0.0,indian
Jefte Santos,6,32.166666666666664,Medium,High,Low,Vocal,0.0,3.1466666666666665,0.0,groove
Jehan Barbur,4,37.0,Medium,Low,Low,Vocal,0.0,4.32,0.0,j-pop
Jehza,1,46.0,High,Medium,Low,Vocal,100.0,3.9,100.0,reggae
Jeito Moleque,11,46.54545454545455,Medium,High,Low,Vocal,0.0,3.839090909090909,9.090909090909092,pagode
Jeloz,1,45.0,High,High,Low,Vocal,0.0,3.13,0.0,reggae
Jenevieve,4,32.25,Medium,Medium,Low,Vocal,0.0,2.825,0.0,chill
Jenifer Lewis,2,45.5,High,High,Low,Vocal,0.0,2.9349999999999996,50.0,disney
Jennifer Cardini,1,1.0,High,Medium,Low,Mixed,0.0,4.81,100.0,techno
Jennifer Lopez,2,75.0,High,Medium,Low,Vocal,0.0,4.195,50.0,dance
Jennifer Rostock,3,38.666666666666664,Medium,High,Low,Vocal,0.0,3.5766666666666667,0.0,german
Jennifer Thomas,1,21.0,Low,Low,Low,Instrumental,0.0,4.35,0.0,new-age
Jenny Talia,1,22.0,Medium,Medium,Low,Vocal,100.0,3.25,0.0,comedy
Jenny Tseng,2,22.5,Low,Low,Low,Vocal,0.0,3.745,0.0,cantopop
Jens Hult,1,35.0,Low,Medium,Low,Vocal,0.0,3.04,100.0,swedish
Jer 柳應廷,3,53.333333333333336,Low,Medium,Low,Vocal,0.0,4.816666666666666,0.0,cantopop
Jeremy Camp,2,0.0,Medium,High,Low,Vocal,0.0,2.16,0.0,alt-rock
Jeremy Jordan,1,49.0,Low,Medium,Low,Vocal,0.0,3.51,100.0,show-tunes
Jeremy Passion,1,64.0,Medium,Low,Low,Vocal,0.0,3.03,0.0,chill
Jeremy Weinglass,1,21.0,Low,Low,Low,Instrumental,0.0,4.38,0.0,new-age
Jeremy Zucker,14,48.92857142857143,High,Low,Low,Vocal,64.28571428571429,3.162857142857143,28.57142857142857,electro
Jeric,1,28.0,Medium,Medium,Low,Vocal,0.0,3.67,0.0,mandopop
Jerome Isma-Ae,1,10.0,Medium,High,Low,Vocal,0.0,3.76,0.0,progressive-house
Jerry Byrd,3,25.666666666666668,Medium,Low,Low,Instrumental,0.0,2.9,0.0,guitar
Jerry Di,5,0.2,High,High,Low,Vocal,0.0,4.054,60.0,latino
Jerry Douglas,1,58.0,Medium,Low,Low,Vocal,0.0,4.09,100.0,bluegrass
Jerry Galante,1,29.0,Medium,High,Low,Vocal,0.0,4.68,0.0,salsa
Jerry Garcia Band,11,23.09090909090909,Medium,Medium,Low,Vocal,0.0,8.094545454545456,100.0,bluegrass
Jerry Lee Lewis,4,57.25,Medium,Medium,Low,Vocal,0.0,1.8425,0.0,piano
Jerry Orbach,2,24.0,Low,Low,Low,Vocal,0.0,4.095000000000001,100.0,show-tunes
Jerry Rivera,18,30.88888888888889,High,Medium,Low,Vocal,0.0,4.633333333333334,0.0,salsa
Jerry's Kids,1,29.0,Low,High,Low,Mixed,0.0,1.32,0.0,hardcore
Jesper Munk,2,37.0,Medium,Low,Low,Vocal,0.0,4.175,0.0,blues
Jess Bays,2,60.0,High,High,Low,Vocal,0.0,3.105,100.0,deep-house
Jess Benko,1,71.0,Medium,Low,Low,Vocal,0.0,5.28,0.0,singer-songwriter
Jess Glynne,4,0.5,Medium,High,Low,Vocal,50.0,3.5875,25.0,house
Jess Lee,1,54.0,Low,Low,Low,Vocal,0.0,4.37,0.0,mandopop
Jess Penner,1,33.0,Medium,Low,Low,Vocal,0.0,3.27,0.0,acoustic
Jesse,1,66.0,Medium,Low,Low,Vocal,0.0,2.67,0.0,alternative
Jesse & Joy,1,7.0,Medium,High,Low,Vocal,0.0,4.13,0.0,latin
Jesse Barrera,1,62.0,Medium,Medium,Low,Vocal,0.0,3.17,100.0,chill
Jesse Cook,4,32.0,Low,Low,Low,Instrumental,0.0,4.1275,0.0,guitar
Jesse Gold,1,62.0,High,Low,Low,Vocal,100.0,2.98,100.0,chill
Jesse Joyce,3,21.666666666666668,Medium,Medium,High,Vocal,0.0,2.1133333333333333,0.0,comedy
Jesse Popp,1,20.0,Medium,Medium,High,Vocal,0.0,3.01,0.0,comedy
Jesse Rice,16,23.5625,Medium,Medium,Low,Vocal,0.0,3.7,0.0,guitar
Jesse Saunders,6,13.166666666666666,High,High,Low,Instrumental,0.0,6.233333333333333,33.33333333333333,chicago-house
Jessi,2,73.0,High,Medium,Low,Vocal,0.0,3.085,0.0,k-pop
Jessi Campbell,4,21.25,Medium,Medium,High,Vocal,0.0,1.6475,0.0,comedy
Jessica Andrea,1,46.0,Medium,Medium,Low,Vocal,0.0,3.04,0.0,chill
Jessica Grange,1,49.0,High,Low,Low,Mixed,0.0,1.98,0.0,guitar
Jessica Keenan Wynn,2,59.5,Medium,Low,Low,Vocal,50.0,4.074999999999999,100.0,show-tunes
Jessie Mueller,3,47.333333333333336,Medium,Low,Low,Vocal,0.0,3.6199999999999997,33.33333333333333,show-tunes
Jessie Ware,8,42.25,Medium,Medium,Low,Vocal,0.0,4.1,0.0,british
Jessy Bulbo,2,33.5,Medium,High,Low,Vocal,50.0,3.265,0.0,garage
Jessé Aguiar,1,49.0,Medium,Medium,Low,Vocal,0.0,2.8,100.0,brazil
Jesus Culture,19,45.0,Medium,High,Low,Vocal,0.0,6.6410526315789475,94.73684210526315,world-music
Jesus Piece,1,20.0,Medium,High,Low,Vocal,0.0,2.0,0.0,black-metal
Jet,2,38.5,Medium,High,Low,Vocal,0.0,3.5700000000000003,0.0,alt-rock
Jet Black Stare,2,58.0,Low,High,Low,Vocal,0.0,3.5300000000000002,0.0,grunge
Jethro Heston,4,45.5,Medium,High,Low,Vocal,0.0,3.7225,75.0,deep-house
Jethro Tull,4,58.25,Medium,Medium,Low,Vocal,0.0,4.244999999999999,0.0,psych-rock
Jey D,1,26.0,High,Medium,Low,Vocal,100.0,2.64,100.0,dancehall
Jeyzer Maia,2,45.0,Low,Low,Low,Vocal,0.0,3.825,0.0,brazil
Jhayco,64,4.328125,High,High,Low,Vocal,50.0,3.95421875,75.0,latin
Jhonas Serra,4,45.0,Medium,High,Low,Vocal,0.0,6.855,25.0,brazil
Jia Jia,1,48.0,Medium,Low,Low,Vocal,0.0,3.79,0.0,mandopop
Jify,1,25.0,Medium,Medium,Low,Vocal,0.0,2.36,0.0,malay
Jilax,1,42.0,Medium,High,Low,Vocal,0.0,8.34,0.0,trance
Jill Johnson,7,4.714285714285714,Medium,Low,Low,Vocal,0.0,2.8871428571428575,0.0,ska
Jill Vidal,1,19.0,High,Medium,Low,Vocal,0.0,3.52,0.0,cantopop
Jillian Rossi,5,62.2,Medium,Medium,Low,Vocal,40.0,2.3579999999999997,20.0,singer-songwriter
Jim & Jesse,2,26.0,Medium,Medium,Low,Vocal,0.0,2.52,0.0,bluegrass
Jim Brickman,67,19.895522388059703,Low,Low,Low,Instrumental,0.0,3.641044776119403,11.940298507462686,new-age
Jim Croce,1,37.0,Medium,Low,Low,Vocal,0.0,2.48,0.0,country
Jim Cummings,2,46.0,Low,Low,Low,Vocal,0.0,1.93,100.0,children
Jim Florentine,12,22.166666666666668,Medium,High,High,Vocal,0.0,4.69,75.0,comedy
Jim Kimo West,2,21.0,Medium,Low,Low,Mixed,0.0,3.2649999999999997,0.0,guitar
Jim Morrison,4,50.25,High,Medium,Low,Vocal,25.0,3.34,75.0,psych-rock
Jim Norton,5,30.2,Medium,Medium,High,Vocal,100.0,1.388,0.0,comedy
Jim Vancleve,1,23.0,Medium,High,Low,Mixed,0.0,4.41,0.0,bluegrass
Jim Well Tempered,2,47.5,Low,Low,Low,Instrumental,0.0,2.165,0.0,piano
Jim White,1,38.0,Medium,Medium,Low,Vocal,0.0,6.52,100.0,goth
Jim Yosef,1,55.0,Medium,High,Low,Vocal,0.0,3.72,100.0,edm
Jim and Jesse and the Virginia Boys,2,27.0,Medium,Medium,Low,Vocal,0.0,2.475,0.0,bluegrass
Jimi Hendrix,15,62.46666666666667,Medium,High,Low,Vocal,0.0,3.7353333333333336,0.0,psych-rock
Jimmy Bo Horne,1,36.0,High,Medium,Low,Vocal,0.0,3.53,0.0,disco
Jimmy Brown,4,56.75,High,Low,Low,Vocal,0.0,3.1175,0.0,chill
Jimmy Buffett,4,0.0,Medium,Low,Low,Vocal,0.0,4.86,0.0,folk
Jimmy Carter and Dallas County Green,1,30.0,Medium,Low,Low,Vocal,0.0,4.79,0.0,psych-rock
Jimmy Clanton,2,52.5,Medium,Low,Low,Vocal,0.0,2.295,0.0,rock-n-roll
Jimmy Cliff,2,0.0,Medium,Low,Low,Vocal,0.0,3.56,0.0,reggae
Jimmy Eat World,30,25.6,Medium,High,Low,Vocal,0.0,3.6199999999999997,0.0,power-pop
Jimmy Lite Hands,2,22.5,High,Low,Low,Instrumental,0.0,4.415,0.0,study
Jimmy Martin,5,22.6,Medium,High,Low,Vocal,0.0,3.06,0.0,bluegrass
Jimmy Ponder,1,23.0,Low,Low,Low,Instrumental,0.0,2.25,0.0,guitar
Jimmy Rogers,1,50.0,Medium,Medium,Low,Vocal,0.0,2.79,0.0,acoustic
Jimmy Saa,1,28.0,Medium,High,Low,Vocal,0.0,4.44,0.0,salsa
Jimmy Sabater,2,32.0,Medium,Medium,Low,Vocal,0.0,4.93,0.0,salsa
Jimmy Somerville,1,28.0,Medium,High,Low,Vocal,0.0,3.93,0.0,synth-pop
Jimmy Tailor,1,19.0,Medium,High,Low,Vocal,0.0,2.87,0.0,hardstyle
Jinny Ng,6,26.5,Medium,Medium,Low,Vocal,0.0,3.395,0.0,cantopop
Jinsang,2,60.0,Medium,Low,Low,Instrumental,0.0,2.0700000000000003,0.0,chill
Jirou Soller,1,64.0,Low,Low,Low,Instrumental,0.0,2.19,0.0,sleep
Jisatsu,2,53.5,Medium,Low,Low,Instrumental,0.0,2.6399999999999997,50.0,anime
Jitendra Abhisheki,1,34.0,Low,Medium,Low,Vocal,0.0,4.82,0.0,classical
Jitendra Thankur,1,43.0,High,Low,Low,Instrumental,0.0,3.57,100.0,indian
Jitterin' Jinn,1,22.0,High,High,Low,Vocal,0.0,4.15,0.0,rockabilly
Jitz jz,1,54.0,Medium,Medium,Low,Vocal,0.0,2.76,0.0,indian
Jiří Horák,1,66.0,Medium,Low,Low,Instrumental,0.0,2.04,0.0,classical
Jkyl & Hyde,1,27.0,Medium,High,Low,Instrumental,100.0,3.66,0.0,dub
Jlyricz,2,15.5,Medium,Medium,Low,Vocal,0.0,3.105,0.0,afrobeat
Jo Ann Castle,5,12.0,Medium,Medium,Low,Instrumental,0.0,2.07,0.0,honky-tonk
Joachim Pastor,12,45.666666666666664,High,Medium,Low,Instrumental,0.0,5.5975,33.33333333333333,minimal-techno
Joakim Berg,4,0.0,Medium,High,Low,Vocal,0.0,4.36,0.0,swedish
Joakim Lundell,2,46.0,Medium,Medium,Low,Vocal,0.0,3.2649999999999997,100.0,swedish
Joakim Molitor,1,39.0,Medium,Medium,Low,Vocal,0.0,3.12,0.0,swedish
Joan Jett & the Blackhearts,3,71.0,Medium,High,Low,Vocal,0.0,3.283333333333333,0.0,punk-rock
Joan Magana,1,61.0,Low,Low,Low,Instrumental,0.0,3.64,0.0,sleep
Joan Osborne,1,0.0,Low,Medium,Low,Vocal,0.0,5.31,0.0,singer-songwriter
Joan Sebastian,35,42.542857142857144,High,Medium,Low,Vocal,0.0,2.8762857142857143,2.857142857142857,r-n-b
Joanna Dong,1,47.0,Medium,Medium,Low,Vocal,0.0,3.57,0.0,mandopop
Joanna Wang,1,46.0,High,Medium,Low,Vocal,0.0,3.26,0.0,mandopop
Joao Do Vale,1,37.0,Medium,High,Low,Vocal,0.0,3.29,100.0,forro
Joaquim Azevedo,1,59.0,Low,Low,Low,Instrumental,0.0,2.38,0.0,piano
Joaquim e Manuel,1,45.0,Medium,Medium,Low,Vocal,0.0,4.27,0.0,sertanejo
Joaquín Rodrigo,4,24.5,Low,Low,Low,Instrumental,0.0,7.965,100.0,guitar
Joaquín Sabina,3,18.333333333333332,Medium,Medium,Low,Vocal,0.0,4.19,0.0,spanish
Job Kurian,25,32.36,Medium,Medium,Low,Vocal,0.0,4.2096,44.0,malay
Jobii,51,24.823529411764707,Medium,Medium,Low,Instrumental,0.0,2.333921568627451,3.9215686274509802,study
Jocelyn Brown,1,28.0,High,High,Low,Vocal,0.0,6.55,0.0,disco
Joddla Med Siv,4,36.75,Medium,High,Low,Vocal,0.0,4.3725,0.0,ska
Jodi Benson,5,45.6,Low,Medium,Low,Vocal,0.0,3.218,100.0,disney
Jody Chiang,15,23.733333333333334,Medium,Medium,Low,Vocal,0.0,4.005333333333334,13.333333333333334,mandopop
Jody Reynolds,1,23.0,Medium,High,Low,Vocal,0.0,2.57,0.0,rockabilly
Jody Wisternoff,1,51.0,Medium,High,Low,Instrumental,0.0,3.62,100.0,electronic
Joe Arroyo,16,29.6875,Medium,High,Low,Vocal,0.0,4.665,6.25,salsa
Joe Brooks,2,43.5,Medium,Low,Low,Vocal,0.0,3.59,0.0,acoustic
Joe Buck Yourself,3,29.666666666666668,Medium,High,Low,Vocal,100.0,3.0900000000000003,0.0,garage
Joe Clay,1,22.0,Medium,High,Low,Vocal,0.0,1.99,0.0,rockabilly
Joe Cocker,6,34.333333333333336,Low,Low,Low,Vocal,0.0,3.8833333333333333,16.666666666666664,blues
Joe Dassin,1,63.0,High,Medium,Low,Vocal,0.0,2.63,0.0,french
Joe DeRosa,2,21.5,Medium,High,High,Vocal,0.0,7.01,0.0,comedy
Joe Diffie,2,45.5,High,High,Low,Vocal,0.0,4.07,0.0,country
Joe Flizzow,1,62.0,Medium,High,Low,Vocal,0.0,3.62,100.0,malay
Joe Gibbs,1,24.0,High,Medium,Low,Instrumental,0.0,2.27,0.0,dub
Joe Gibbs & The Professionals,1,24.0,High,Medium,Low,Instrumental,0.0,2.41,0.0,dub
Joe Hisaishi,8,61.0,Low,Low,Low,Instrumental,0.0,3.0825,0.0,anime
Joe Inoue,1,57.0,Low,High,Low,Vocal,0.0,3.47,0.0,j-pop
Joe Jackson,14,22.785714285714285,Medium,Medium,Low,Vocal,0.0,4.449285714285714,0.0,power-pop
Joe Nichols,1,41.0,Medium,High,Low,Vocal,0.0,3.17,0.0,country
Joe Pass,1,48.0,Medium,Low,Low,Instrumental,0.0,5.37,0.0,guitar
Joe Quijano,1,32.0,High,Medium,Low,Vocal,0.0,2.84,100.0,salsa
Joe Sample,1,0.0,Medium,Low,Low,Instrumental,0.0,5.34,0.0,piano
Joe Satriani,14,43.357142857142854,Medium,High,Low,Instrumental,0.0,4.5042857142857144,0.0,guitar
Joe Smooth,20,12.4,High,High,Low,Vocal,0.0,5.321,45.0,chicago-house
Joe Stone,1,51.0,Medium,High,Low,Vocal,0.0,3.0,100.0,deep-house
Joe Strummer,2,9.5,Low,Medium,Low,Mixed,0.0,5.62,100.0,punk-rock
Joe Vasconcellos,10,30.4,Medium,High,Low,Vocal,0.0,3.96,0.0,ska
Joe Walsh,1,0.0,Medium,Medium,Low,Instrumental,0.0,5.27,0.0,blues
Joe Zimmerman,3,21.0,Medium,Low,High,Vocal,0.0,2.6933333333333334,0.0,comedy
Joel Adams,2,60.0,Medium,Medium,Low,Vocal,0.0,3.21,0.0,soul
Joel Carlo,5,48.4,Medium,High,Low,Vocal,0.0,3.2020000000000004,20.0,sertanejo
Joel Corry,16,19.75,Medium,High,Low,Vocal,0.0,2.92,100.0,dance
Joel Fletcher,3,26.666666666666668,High,High,Low,Instrumental,0.0,3.6799999999999997,66.66666666666666,minimal-techno
Joel Grey,3,21.0,Medium,Low,Low,Vocal,0.0,2.8200000000000003,33.33333333333333,show-tunes
Joel Grind,2,19.5,Low,High,Low,Instrumental,100.0,2.76,0.0,black-metal
Joell,1,45.0,Medium,Low,Low,Vocal,0.0,3.17,100.0,indian
Joep Beving,12,42.666666666666664,Low,Low,Low,Instrumental,0.0,3.8624999999999994,0.0,ambient
Joey Cape,1,25.0,Medium,Low,Low,Vocal,0.0,3.78,0.0,acoustic
Joey CoCo Diaz,6,21.333333333333332,Medium,Medium,High,Vocal,100.0,3.0549999999999997,0.0,comedy
Joey Montana,16,4.375,Medium,High,Low,Vocal,0.0,3.3649999999999998,81.25,latino
Joey Negro,1,25.0,High,High,Low,Mixed,0.0,6.55,100.0,deep-house
Joey Niceforo,1,19.0,Low,Low,Low,Vocal,0.0,5.38,0.0,opera
Joey Riot,4,20.75,Medium,High,Low,Vocal,0.0,3.2725,75.0,happy
Joey Smith,1,38.0,High,Medium,Low,Vocal,0.0,3.58,0.0,minimal-techno
Joey Yung,13,41.23076923076923,Medium,Medium,Low,Vocal,0.0,4.061538461538461,0.0,cantopop
Johan Söderqvist,1,2.0,Low,Low,Low,Vocal,0.0,3.94,0.0,swedish
Johann Pachelbel,3,21.0,Low,Low,Low,Instrumental,0.0,3.206666666666667,100.0,classical
Johann Sebastian Bach,74,3.418918918918919,Low,Low,Low,Instrumental,0.0,4.0671621621621625,100.0,classical
Johannes Brahms,7,5.857142857142857,Low,Low,Low,Instrumental,0.0,4.017142857142857,100.0,classical
John A. Nilson,1,50.0,Medium,Low,Low,Mixed,0.0,1.49,0.0,guitar
John Adams,8,51.875,Medium,Low,Low,Vocal,0.0,3.61,12.5,acoustic
John Amplificado,3,41.333333333333336,High,High,Low,Vocal,0.0,2.5466666666666664,100.0,forro
John Archambault and David Plummer,8,21.5,High,Low,Low,Vocal,0.0,3.2037500000000003,0.0,kids
John B,1,17.0,Low,High,Low,Mixed,0.0,6.06,100.0,drum-and-bass
John Berry,3,32.333333333333336,Medium,Medium,Low,Vocal,0.0,3.8666666666666667,0.0,bluegrass
John Bishop,1,24.0,Medium,Medium,High,Vocal,0.0,2.09,0.0,comedy
John Caparulo,1,21.0,Medium,Low,High,Vocal,0.0,5.63,0.0,comedy
John Coltrane,3,19.666666666666668,Medium,Low,Low,Vocal,0.0,6.346666666666667,33.33333333333333,jazz
John Concepcion,1,59.0,Medium,Medium,Low,Vocal,100.0,3.34,100.0,chill
John Dahlbäck,2,0.0,High,Medium,Low,Mixed,0.0,6.825,100.0,progressive-house
John Davis & The Monster Orchestra,1,30.0,High,Medium,Low,Vocal,0.0,6.21,0.0,disco
John De Sohn,11,59.45454545454545,Medium,High,Low,Vocal,0.0,2.8945454545454545,63.63636363636363,progressive-house
John Denver,5,69.6,Medium,Low,Low,Vocal,0.0,3.66,0.0,country
John Doan,2,21.0,Low,Low,Low,Instrumental,0.0,4.09,0.0,new-age
John Elliott,1,33.0,Medium,Medium,Low,Vocal,0.0,9.63,0.0,acoustic
John Frusciante,5,48.0,Medium,Low,Low,Vocal,0.0,3.4880000000000004,20.0,acoustic
John Hartford,4,26.0,Medium,Medium,Low,Vocal,0.0,3.83,0.0,bluegrass
John Keawe,1,26.0,Medium,Low,Low,Instrumental,0.0,4.27,0.0,guitar
John Lee Hooker,1,58.0,Medium,Low,Low,Vocal,0.0,2.68,0.0,blues
John Legend,24,19.916666666666668,Medium,High,Low,Vocal,0.0,3.4008333333333334,4.166666666666666,soul
John Lennon,3,25.666666666666668,Low,Low,Low,Vocal,0.0,3.6300000000000003,66.66666666666666,rock
John Lindberg Trio,15,28.133333333333333,Medium,High,Low,Vocal,0.0,2.929333333333333,0.0,rockabilly
John Lunn,2,24.5,Low,Low,Low,Mixed,0.0,4.375,100.0,british
John Martyn,2,55.5,Medium,Low,Low,Vocal,0.0,2.875,0.0,british
John Mayall & The Bluesbreakers,2,28.5,Low,Medium,Low,Vocal,0.0,3.05,50.0,blues
John Mayer,32,65.1875,Medium,Medium,Low,Vocal,3.125,3.946875,3.125,singer-songwriter
John McLaughlin,1,22.0,Medium,Medium,Low,Vocal,0.0,8.45,100.0,guitar
John Michael Montgomery,2,0.0,Low,Low,Low,Vocal,0.0,3.23,0.0,country
John Paul Young,1,24.0,Medium,Medium,Low,Vocal,0.0,3.48,0.0,disco
John Pinette,2,23.5,Medium,Medium,High,Vocal,0.0,5.01,0.0,comedy
John Pizzarelli,5,22.2,Medium,Medium,Low,Vocal,0.0,4.544,0.0,guitar
John Powell,9,53.333333333333336,Low,Low,Low,Instrumental,0.0,2.9322222222222223,22.22222222222222,british
John Reyton,1,42.0,High,High,Low,Vocal,0.0,4.33,0.0,groove
John Rutter,7,4.0,Low,Low,Low,Vocal,0.0,3.0500000000000003,100.0,british
John Scofield,2,33.5,Medium,Medium,Low,Vocal,0.0,5.535,50.0,guitar
John Smith,1,62.0,High,Low,Low,Vocal,0.0,3.66,0.0,british
John Talabot,1,19.0,High,Medium,Low,Instrumental,0.0,7.58,0.0,minimal-techno
John Tavener,1,27.0,Low,Low,Low,Instrumental,0.0,2.87,100.0,british
John Tesh,1,53.0,Low,Low,Low,Vocal,0.0,3.84,100.0,new-age
John Vincent III,1,71.0,Medium,Medium,Low,Vocal,0.0,4.28,0.0,folk
John Wayne,1,26.0,Medium,High,Low,Vocal,100.0,3.93,100.0,metalcore
John Wildcat,5,27.6,Medium,High,Low,Vocal,0.0,2.354,40.0,rockabilly
John Williams,1,1.0,Medium,Low,Low,Instrumental,0.0,5.61,100.0,guitar
John Williamson,6,31.166666666666668,Medium,Low,Low,Vocal,0.0,3.4683333333333333,0.0,children
Johnnie Ray,3,35.0,Medium,Low,Low,Vocal,0.0,2.526666666666667,0.0,rockabilly
Johnnie Taylor,5,36.0,Medium,Medium,Low,Vocal,0.0,4.714,0.0,blues
Johnny & The Hurricanes,1,24.0,Medium,High,Low,Mixed,0.0,1.81,0.0,rockabilly
Johnny Burnette,2,51.5,Medium,Low,Low,Vocal,0.0,2.17,0.0,rock-n-roll
Johnny Burnette & The Rock 'N' Roll Trio,2,23.5,Medium,Medium,Low,Vocal,0.0,2.0,0.0,rockabilly
Johnny Cash,1,74.0,Medium,Low,Low,Vocal,0.0,3.61,0.0,country
Johnny Dinamo,2,29.5,Medium,Medium,Low,Vocal,0.0,2.625,0.0,rock-n-roll
Johnny Dynamo,3,31.666666666666668,Medium,Low,Low,Vocal,0.0,2.64,0.0,rock-n-roll
Johnny Hates Jazz,3,57.0,Medium,High,Low,Vocal,0.0,3.8200000000000003,0.0,synth-pop
Johnny Hooker,3,41.0,Medium,High,Low,Vocal,33.33333333333333,3.516666666666667,66.66666666666666,mpb
Johnny Hunter,2,26.0,Low,High,Low,Vocal,0.0,3.17,0.0,garage
Johnny Ip,4,24.5,Medium,Low,Low,Vocal,0.0,3.34,0.0,cantopop
Johnny Kidd & The Pirates,2,16.0,High,Medium,Low,Vocal,0.0,2.35,0.0,british
Johnny Laboriel,7,33.142857142857146,Medium,Medium,Low,Vocal,0.0,2.584285714285714,71.42857142857143,rock-n-roll
Johnny Maddox,5,14.6,Medium,Medium,Low,Instrumental,0.0,2.228,0.0,honky-tonk
Johnny Maestro,1,30.0,Medium,Medium,Low,Vocal,0.0,2.09,100.0,rock-n-roll
Johnny Osbourne,2,28.0,High,Medium,Low,Vocal,0.0,3.7,0.0,dancehall
Johnny Pacheco,2,29.0,Medium,Low,Low,Vocal,0.0,3.5149999999999997,100.0,salsa
Johnny Preston,1,26.0,High,Medium,Low,Vocal,0.0,2.64,0.0,rockabilly
Johnny Ray Salsa Con Clase,1,27.0,Medium,High,Low,Vocal,0.0,4.53,0.0,salsa
Johnny Rivers,5,32.0,Medium,Medium,Low,Vocal,0.0,2.886,0.0,rock-n-roll
Johnny Stimson,6,54.166666666666664,Medium,Low,Low,Vocal,0.0,2.8683333333333336,16.666666666666664,chill
Johnny Tillotson,4,43.25,Medium,Low,Low,Vocal,0.0,2.4175,0.0,rock-n-roll
Johnny Yin,2,25.5,Medium,Low,Low,Vocal,0.0,4.05,0.0,mandopop
Johnnyswim,5,27.6,Low,Medium,Low,Vocal,0.0,4.174,0.0,acoustic
Joi Barua,3,49.666666666666664,Low,Low,Low,Vocal,0.0,3.4933333333333336,66.66666666666666,indian
Joi Casette,6,29.0,Medium,Low,Low,Instrumental,0.0,2.1750000000000003,0.0,study
Joji,1,94.0,Medium,Low,Low,Vocal,0.0,3.89,0.0,pop
Jok'air,5,34.8,High,Medium,Low,Vocal,100.0,3.7079999999999997,40.0,french
Joker,4,40.75,High,High,Low,Vocal,100.0,4.8774999999999995,50.0,turkish
Joker Xue,9,51.0,Medium,Low,Low,Vocal,0.0,4.4911111111111115,0.0,mandopop
Jolin Tsai,11,49.54545454545455,Medium,High,Low,Vocal,0.0,3.9927272727272727,36.36363636363637,mandopop
Jolly Jordan,2,40.5,Medium,Low,Low,Instrumental,0.0,3.005,0.0,study
Jolyon Petch,1,53.0,Medium,High,Low,Vocal,0.0,2.94,100.0,deep-house
Jomanda,8,8.75,High,Medium,Low,Vocal,0.0,4.9,12.5,chicago-house
Jome,1,63.0,Medium,Medium,Low,Vocal,0.0,3.4,0.0,folk
Jomie,1,51.0,Medium,Medium,Low,Vocal,100.0,2.74,0.0,sad
Jon & Vangelis,3,28.666666666666668,Low,Low,Low,Vocal,0.0,4.913333333333333,0.0,new-age
Jon Boden,1,52.0,Medium,Medium,Low,Vocal,0.0,2.77,100.0,british
Jon Bon Jovi,4,59.5,Medium,Medium,Low,Vocal,0.0,5.5675,0.0,hard-rock
Jon Bryant,4,53.0,Medium,Low,Low,Vocal,0.0,4.04,0.0,acoustic
Jon Caryl,6,51.5,Medium,Low,Low,Vocal,0.0,3.7016666666666667,0.0,sad
Jon Cutler,1,30.0,High,High,Low,Vocal,0.0,7.14,100.0,deep-house
Jon Droulis,1,34.0,Low,Medium,Low,Instrumental,0.0,2.36,0.0,study
Jon Hopkins,6,52.166666666666664,Low,Low,Low,Instrumental,0.0,4.915,16.666666666666664,ambient
Jon Kennedy,12,40.083333333333336,High,Medium,Low,Instrumental,0.0,3.643333333333333,0.0,trip-hop
Jon Lajoie,8,42.375,Medium,Medium,Low,Vocal,75.0,2.87375,0.0,comedy
Jon Langston,1,0.0,Medium,High,Low,Vocal,0.0,2.9,0.0,country
Jon Liddell,1,44.0,High,Low,Low,Vocal,0.0,3.7,0.0,malay
Jon McLaughlin,1,52.0,Medium,Medium,Low,Vocal,0.0,4.19,0.0,acoustic
Jon Pardi,5,8.0,Medium,High,Low,Vocal,0.0,3.286,0.0,country
Jon Reep,2,20.0,Medium,High,High,Vocal,100.0,1.495,0.0,comedy
Jon Sarta,31,21.70967741935484,Medium,Low,Low,Instrumental,0.0,2.8941935483870966,0.0,disney
Jon Schmidt,6,20.5,Medium,Low,Low,Instrumental,0.0,4.006666666666667,0.0,new-age
Jon-Jon Geitel,1,18.0,Low,Medium,Low,Vocal,0.0,2.93,100.0,disney
Jonah Baker,15,44.46666666666667,Medium,Low,Low,Vocal,0.0,3.288,13.333333333333334,acoustic
Jonas Blue,18,31.61111111111111,High,High,Low,Vocal,0.0,3.1666666666666665,100.0,edm
Jonas Brothers,1,81.0,High,High,Low,Vocal,0.0,3.02,0.0,dance
Jonas Lundqvist,17,27.764705882352942,Medium,High,Low,Vocal,0.0,3.421764705882353,0.0,goth
