artist,total_tracks,spotify_popularity,danceability,energy,speechiness,instrumentalness,pct_explicit_tracks,duration_min,feature_pct,spotify_track_genre,nominations,year_with_most_nominations,most_common_category,most_common_award_class,lastfm_listeners,lastfm_playcount,similar_1,similar_2,similar_3
matt braunger,7,23.142857142857142,Medium,High,High,Vocal,57.14285714285714,4.4957142857142856,0.0,comedy,0,,,,8804.0,150850.0,Kyle Kinane,Chad Daniels,Rory Scovel
19,4,36.25,Medium,High,Low,Vocal,0.0,4.0725,0.0,j-pop,0,,,,55511.0,459679.0,河村隆一,GLAY,globe
matt costa,3,0.0,Medium,Low,Low,Vocal,0.0,2.58,0.0,acoustic,0,,,,685832.0,8027215.0,Animal Liberation Orchestra,Donavon Frankenreiter,Brett Dennen
matt dahan,3,24.0,Medium,Low,Low,Vocal,0.0,4.276666666666666,100.0,show-tunes,0,,,,5064.0,124442.0,Joe Viba,Mariah Rose Faith,Dylan Saunders
matt fax,1,49.0,Medium,High,Low,Mixed,0.0,3.89,0.0,trance,0,,,,97978.0,897199.0,Estiva,David Forbes,Maarten de Jong
matt hansen,2,64.5,Medium,Medium,Low,Vocal,0.0,2.905,0.0,singer-songwriter,0,,,,153162.0,3244872.0,Alex Warren,Caleb Hearn,Alexander Stewart
matt hartke,1,65.0,Medium,Low,Low,Vocal,0.0,2.98,0.0,folk,0,,,,111875.0,455579.0,Aron Wright,The Satellite Station,Donavon Frankenreiter
matt johnson,3,50.333333333333336,Medium,Low,Low,Vocal,0.0,3.47,33.33333333333333,acoustic,0,,,,101778.0,591942.0,Megan Davies,The The,Jonah Baker
matt komo,1,46.0,Medium,High,Low,Vocal,0.0,3.61,100.0,dub,0,,,,4673.0,27800.0,Wrathe,ManCub,Nick Ledesma
matt large,54,20.0,Medium,Medium,Low,Instrumental,0.0,3.07925925925926,0.0,study,0,,,,81506.0,427800.0,"Sarah, the Illstrumentalist",jobii,Guustavv
matt maher,1,64.0,Medium,Medium,Low,Vocal,0.0,3.43,0.0,alt-rock,0,,,,96388.0,1584468.0,Big Daddy Weave,Chris Tomlin,MercyMe
matt maltese,4,70.0,Low,Medium,Low,Vocal,0.0,3.59,0.0,folk,0,,,,1407413.0,48777491.0,Strawberry Guy,grentperez,Charlie Burg
matt mccarthy,1,21.0,Medium,Medium,High,Vocal,100.0,1.85,0.0,comedy,0,,,,1032.0,7434.0,Myq Kaplan,Mike Destefano,Maggie Cassella
matt nash,2,53.5,Medium,High,Low,Vocal,0.0,2.24,0.0,progressive-house,0,,,,103689.0,675606.0,Paris Blohm,Michael Calfan,Dankann
matt nathanson,3,57.333333333333336,Medium,Medium,Low,Vocal,0.0,3.42,0.0,acoustic,0,,,,911816.0,12650282.0,Mat Kearney,Howie Day,Joshua Radin
matt pless,1,26.0,Medium,Medium,Low,Vocal,0.0,3.33,0.0,acoustic,0,,,,19043.0,295197.0,Mischief Brew,Ramshackle Glory,Corporate Hearts
1986zig,2,0.0,Medium,Medium,Low,Vocal,50.0,2.16,50.0,german,0,,,,30780.0,903825.0,Montez,Tom Twers,CIVO
matt sassari,6,58.333333333333336,High,High,Low,Vocal,0.0,3.248333333333333,33.33333333333333,techno,0,,,,392986.0,2950703.0,Ron Costa,Basstrologe,Eli Brown
matt simons,1,70.0,High,Medium,Low,Vocal,0.0,3.25,100.0,singer-songwriter,0,,,,381769.0,3572946.0,Tom Gregory,Gavin James,Julian Perretta
matt taylor,1,36.0,Medium,Medium,Low,Vocal,0.0,3.98,0.0,blues,0,,,,8342.0,30866.0,Chain,Matt Finish,Mia Dyson
matt white,1,60.0,High,Medium,Low,Vocal,0.0,2.83,0.0,acoustic,0,,,,229342.0,1417144.0,Matt Nathanson,Edwin McCain,Dana Glover
matteo tura,3,37.333333333333336,Medium,High,Low,Instrumental,0.0,4.626666666666666,33.33333333333333,club,0,,,,29212.0,285744.0,Aim To Head,ALVABEAT,TOUTANT
matteo vitanza,1,30.0,Medium,High,Low,Instrumental,0.0,3.99,0.0,techno,0,,,,1837.0,6817.0,Andrea Signore,Bruce Zalcer,Joris Turenhout
matthew dear,2,30.5,High,Medium,Low,Vocal,0.0,3.6,50.0,minimal-techno,0,,,,393370.0,5852900.0,DJ Koze,Lusine,Pantha du Prince
matthew harvey,1,47.0,Medium,Low,Low,Instrumental,0.0,2.51,0.0,ambient,0,,,,28568.0,82022.0,Star Slide,Van Stiles,Sulfur Springs
matthew morrison,5,27.6,Medium,Low,Low,Vocal,0.0,3.994,80.0,show-tunes,0,,,,104001.0,759168.0,Lea Michele,Jessie Mueller,Darren Criss
matthew perryman jones,1,53.0,Medium,High,Low,Vocal,0.0,3.54,0.0,acoustic,0,,,,181460.0,1626552.0,Andrew Belle,Isaac Gracie,Tyrone Wells
matthew sweet,4,21.5,Medium,High,Low,Vocal,0.0,4.0725,0.0,power-pop,0,,,,288668.0,3222208.0,Matthew Sweet & Susanna Hoffs,The Posies,Velvet Crush
matthew west,2,0.0,Medium,Medium,Low,Vocal,0.0,3.24,0.0,alt-rock,0,,,,196721.0,2536706.0,MercyMe,Casting Crowns,Jeremy Camp
matthias carras,1,30.0,Medium,High,Low,Vocal,0.0,3.16,0.0,disco,0,,,,10676.0,67636.0,Jörg Bausch,Mike Bauhaus,Nico Gemba
matthias reim,28,24.928571428571427,Medium,High,Low,Vocal,0.0,3.956071428571428,7.142857142857142,party,0,,,,117504.0,1357176.0,Wolfgang Petry,Nino de Angelo,Anna-Maria Zimmermann
mattia vlad morleo,3,52.333333333333336,Low,Low,Low,Instrumental,0.0,3.263333333333333,0.0,ambient,0,,,,74936.0,446514.0,James Heather,Borrtex,Luca Longobardi
mattias krantz,1,35.0,Medium,Medium,Low,Instrumental,0.0,3.37,0.0,guitar,0,,,,8000.0,21943.0,Edy Hafler,Cappo Slide,Guus Dielissen
mattos nascimento,4,39.75,Medium,Low,Low,Vocal,0.0,3.8925,0.0,gospel,0,,,,7622.0,95577.0,J. Neto,Marcelo Nascimento,Gerson Rufino
matty valentino,1,24.0,High,High,Low,Vocal,0.0,1.75,100.0,party,0,,,,14793.0,85818.0,Jägermeister DJ Alex,Stefan Stürmer,Mountain Crew
matusa,1,30.0,Medium,High,Low,Vocal,0.0,3.02,0.0,party,0,,,,745.0,2720.0,Kreisligahelden,Julian Benz,Killermichel
matvey emerson,7,50.142857142857146,High,Medium,Low,Vocal,14.285714285714285,2.76,100.0,groove,0,,,,80705.0,430437.0,PHURS,Nexeri,ONEIL
matze knop,1,0.0,High,High,Low,Vocal,0.0,3.55,0.0,party,0,,,,10935.0,65385.0,Velile & Safri Duo,Buddy Ogün,Big Ali feat. Dollarman
matzic,1,22.0,Medium,High,Low,Vocal,0.0,3.01,0.0,hardstyle,0,,,,3650.0,35294.0,Code Crime,DSTORTD,Koalaz
maukka perusjätkä,1,32.0,Medium,High,Low,Vocal,0.0,3.85,0.0,hardcore,0,,,,4999.0,53902.0,Ratsia,Pelle Miljoona & 1980,Vaavi
maur,3,59.0,Medium,High,Low,Vocal,0.0,3.033333333333333,66.66666666666666,deep-house,0,,,,66169.0,446023.0,NoНейма,Vudoo,A’MIRI
mauren mendo,1,33.0,Medium,Medium,Low,Vocal,0.0,4.19,0.0,anime,0,,,,7446.0,49715.0,César Franco,Maggie Vera,Luis De Lille
maurice haase,1,31.0,Medium,High,Low,Vocal,0.0,3.38,100.0,party,0,,,,1139.0,6564.0,Anni Austin,DJ Biene,Milla Pink
maurice joshua,4,7.0,High,High,Low,Vocal,0.0,4.9775,100.0,chicago-house,0,,,,17188.0,52463.0,Master C & J,Pierre's Pfantasy Club,Jungle Wonz
maurice ravel,10,0.0,Low,Low,Low,Mixed,0.0,5.952,100.0,classical,0,,,,1125725.0,11933272.0,Claude Debussy,Jean Sibelius,Gustav Mahler
maurice west,2,26.0,Medium,High,Low,Vocal,0.0,2.77,0.0,progressive-house,0,,,,35222.0,245430.0,SaberZ,Kevu,NWYR
mauricio luz,3,20.0,Medium,Low,Low,Vocal,0.0,2.9166666666666665,66.66666666666666,disney,0,,,,4997.0,18541.0,Ju Cassou,Ivon Curi,Miriam Peracchi
maurizio malagnini,1,27.0,Low,Low,Low,Instrumental,0.0,3.39,100.0,british,0,,,,3951.0,53178.0,Mark McKenzie,Debbie Wiseman,Christopher Willis
mauro castillo,1,30.0,High,High,Low,Vocal,0.0,4.16,0.0,salsa,0,,,,3439.0,17074.0,Grupo Galé,La Suprema Corte,Anddy Caicedo
mauro henrique,4,40.5,Medium,Medium,Low,Vocal,0.0,4.675,50.0,gospel,0,,,,11875.0,205514.0,Oficina G3,Pg,Projeto Sola
mauro ramos,1,25.0,Medium,Low,Low,Vocal,0.0,4.92,100.0,disney,0,,,,25926.0,105476.0,Larissa Cardoso,André Filho,Garcia Junior
maurício & eduardo,1,53.0,Medium,Medium,Low,Vocal,0.0,3.13,100.0,sertanejo,0,,,,11759.0,42314.0,João Pedro e Cristiano,William & Bidiko,Mariana & Mateus
mauvais roger,2,51.0,Low,Low,Low,Instrumental,0.0,2.925,0.0,piano,0,,,,67979.0,252007.0,Alfred Janders,Amandine Moulin,Pontiver Bogross
mavado,33,24.151515151515152,Medium,High,Low,Vocal,42.42424242424242,3.161818181818182,15.151515151515152,j-dance,0,,,,218602.0,2255012.0,Vybz Kartel,Popcaan,Aidonia
mavi,4,22.75,Medium,Medium,Low,Vocal,25.0,3.5075000000000003,25.0,turkish,0,,,,807960.0,23527204.0,Navy Blue,Mike,Messiah!
mavi gri,1,43.0,Medium,Medium,Low,Vocal,0.0,3.94,0.0,turkish,0,,,,32471.0,1108943.0,Yüzyüzeyken Konuşuruz,Dedublüman,Perdenin Ardındakiler
mavi işıklar,4,30.75,Medium,Medium,Low,Vocal,0.0,2.745,0.0,psych-rock,0,,,,31630.0,354945.0,,,
mavis hee,4,49.25,Medium,Low,Low,Vocal,0.0,4.65,0.0,cantopop,0,,,,7934.0,97454.0,Ronald Cheng,Joi Chua,A-Do
max boyce,2,21.5,Medium,Low,Moderate,Vocal,0.0,9.81,0.0,comedy,0,,,,4301.0,33099.0,Dafydd Iwan,Treorchy Male Voice Choir,The Morriston Orpheus Choir
max brhon,8,43.625,Medium,High,Low,Instrumental,0.0,3.6475,0.0,club,0,,,,77538.0,691919.0,Extra Terra,Head Splitter,Lazerpunk
max casella,1,26.0,Low,Low,Low,Vocal,0.0,0.81,0.0,show-tunes,0,,,,14879.0,46224.0,Scott Irby-Ranniar,Ensemble - The Lion King,Tsidii Le Loka
max cooper,6,45.833333333333336,High,Medium,Low,Instrumental,0.0,5.353333333333333,16.666666666666664,minimal-techno,0,,,,281919.0,4865519.0,Max Cooper & Tom Hodge,Christian Löffler,Kiasmos
max enforcer,4,21.0,Medium,High,Low,Instrumental,0.0,4.99,0.0,hardstyle,0,,,,44606.0,417613.0,Frontliner,Project One,Noisecontrollers
max fail,1,42.0,High,High,Low,Instrumental,0.0,2.3,100.0,electronic,0,,,,25134.0,160764.0,Blaze U,BVBATZ,Robbe
max fane,2,27.0,Medium,Medium,Low,Vocal,0.0,2.975,0.0,groove,0,,,,16261.0,170290.0,Zeni N,NALYRO,Dream Chaos
max herre,1,40.0,Low,High,Low,Vocal,0.0,3.54,100.0,german,0,,,,136978.0,2535384.0,Freundeskreis,Fatoni,Die Fantastischen Vier
max manie,1,56.0,Medium,Medium,Low,Instrumental,0.0,6.13,0.0,deep-house,0,,,,111096.0,614385.0,DIMMI,Gostan,De Hofnar
max richter,38,31.31578947368421,Low,Low,Low,Instrumental,0.0,3.207368421052632,57.89473684210527,ambient,0,,,,1343143.0,55272734.0,Jóhann Jóhannsson,Dustin O'Halloran,Nils Frahm
max romeo,3,41.0,High,Medium,Low,Vocal,0.0,3.276666666666667,66.66666666666666,dub,0,,,,530279.0,4064657.0,Clinton Fearon,Israel Vibration,Groundation
max torres,1,31.0,Medium,High,Low,Vocal,0.0,5.78,0.0,salsa,0,,,,5898.0,25554.0,Hildemaro,La Sabrosura,Alex D'Castro
max viana,1,40.0,Medium,Low,Low,Vocal,0.0,5.22,0.0,mpb,0,,,,4482.0,36218.0,Jair Oliveira,Wilson Simoninha,Bruna Caram
max weidner,5,26.2,Medium,High,Low,Vocal,0.0,3.002,0.0,party,0,,,,1262.0,5420.0,Christina May,Karsten Walter,Saskia Leppin
max wells,1,44.0,High,Medium,Low,Vocal,0.0,2.92,0.0,emo,0,,,,12588.0,88517.0,Andrew Spacey,Jerome The Prince,Dancody
max e luan,7,44.285714285714285,High,High,Low,Vocal,14.285714285714285,2.584285714285714,28.57142857142857,forro,0,,,,32908.0,215045.0,Luiz Henrique e Leo,George Henrique & Rodrigo,João Gustavo e Murilo
maximillian,6,59.5,Medium,Low,Low,Vocal,0.0,3.015,0.0,singer-songwriter,0,,,,100895.0,940859.0,Unique Salonga,Elijah Woods,Mokita
maxtreme,3,24.0,Medium,High,Low,Vocal,0.0,2.84,33.33333333333333,hardstyle,0,,,,9572.0,72792.0,Galactixx,Eternate,D-Attack
maxx,1,60.0,High,High,Low,Vocal,0.0,3.78,0.0,techno,0,,,,169196.0,1110994.0,Magic Affair,Masterboy,Culture Beat
may kristin krispersen,1,25.0,Low,Low,Low,Vocal,0.0,3.63,0.0,disney,0,,,,833.0,9043.0,Christine Hals,Gustav Nilsen,Thorbjørn Harr
may of sorrow,6,24.666666666666668,Medium,High,Low,Vocal,0.0,3.963333333333333,0.0,metalcore,0,,,,7605.0,544890.0,Тонкаякраснаянить,Morphine Suffering,Actemis
maya kristalinskaya,6,21.33333333333333,Low,Low,Low,Vocal,0.0,2.6333333333333333,0.0,romance,0,,,,20547.0,91031.0,Валентина Дворянинова,Pyotr Leshchenko,Aida Vedishcheva
maya åström,1,62.0,Medium,Low,Low,Instrumental,0.0,2.64,0.0,piano,0,,,,29309.0,99020.0,Jitka Kubr,Heike Blau,Leroy Bolander
maybeshewill,1,46.0,Medium,Medium,Low,Instrumental,0.0,6.71,0.0,british,0,,,,352516.0,14455635.0,Sleepmakeswaves,If These Trees Could Talk,65daysofstatic
mayck & lyan,6,47.16666666666666,Medium,Medium,Low,Vocal,0.0,3.528333333333333,0.0,sertanejo,0,,,,12166.0,85339.0,João Carreiro,Cezar & Paulinho,Chico Amado & Xodó
mayday,17,51.88235294117647,Medium,Medium,Low,Vocal,0.0,4.522352941176471,11.76470588235294,mandopop,0,,,,100581.0,2040261.0,LaLa Hsu,Eric Chou,Sodagreen
mayday parade,1,62.0,Medium,High,Low,Vocal,0.0,3.42,100.0,punk-rock,0,,,,1071753.0,39795656.0,Go Radio,State Champs,All Time Low
mayhem,6,44.66666666666666,Low,High,Low,Instrumental,16.666666666666664,5.176666666666667,0.0,black-metal,0,,,,509397.0,20779195.0,Darkthrone,Burzum,Gorgoroth
maylene and the sons of disaster,2,26.5,Medium,High,Low,Vocal,0.0,3.735,0.0,metalcore,0,,,,121317.0,4429408.0,He Is Legend,The Showdown,Every Time I Die
mayte gaos,4,30.75,Medium,Low,Low,Vocal,0.0,2.6625,0.0,rock-n-roll,0,,,,3908.0,15624.0,Leda Moreno,Emily Cranz,Pily Gaos
mayu watanabe,3,23.33333333333333,Medium,High,Low,Vocal,0.0,3.803333333333333,0.0,j-idol,0,,,,7584.0,377674.0,渡り廊下走り隊7,前田敦子,指原莉乃
mayumi sasaki,1,49.0,Low,Low,Low,Instrumental,0.0,2.52,0.0,piano,0,,,,6037.0,13397.0,Mads Alter,Ton Doux,Jenna Zabrosky
mazapán,2,39.0,Medium,Low,Low,Vocal,0.0,1.845,0.0,latino,0,,,,7169.0,309730.0,Charo Cofré,Tito Fernández,Los Huasos Quincheros
mazare,3,43.66666666666666,Low,High,Low,Vocal,0.0,4.083333333333333,100.0,dubstep,0,,,,57830.0,828492.0,WRLD,Hayve,Rameses B
maze,3,36.333333333333336,Medium,High,Low,Vocal,0.0,4.23,100.0,disco,0,,,,185927.0,1168776.0,L.T.D.,Cameo,The Gap Band
mazoulew,2,52.0,Medium,Medium,Low,Instrumental,0.0,3.03,100.0,french,0,,,,34843.0,132263.0,Fabrizio Paterlini,Thomas Hewitt Jones,Tom Ashbrook
mazzy star,4,20.5,Medium,Low,Low,Vocal,0.0,4.95,0.0,alt-rock,0,,,,2174873.0,78534550.0,Hope Sandoval & The Warm Inventions,The Sundays,Mojave 3
maía,1,31.0,Medium,High,Low,Vocal,0.0,4.07,100.0,salsa,0,,,,8249.0,61578.0,Herencia de Timbiqui,Marbelle,Paola Jara
mc anjim,1,44.0,Medium,Medium,Low,Vocal,100.0,4.22,100.0,funk,0,,,,184251.0,2850353.0,MC Luan da BS,DJ WS DA IGREJINHA,MC Zaquin
mc bruninho da praia,4,46.25,Medium,Medium,Moderate,Vocal,25.0,4.17,75.0,funk,0,,,,33776.0,272253.0,MC LEOZINHO ZS,MC JhoJhow,MC KZS
mc db,1,42.0,Medium,Medium,Low,Vocal,100.0,2.55,0.0,funk,0,,,,42306.0,421471.0,MC Luan da BS,MC L da vinte,MC ANJIM
mc daleste,1,42.0,Medium,Medium,Low,Vocal,0.0,2.95,100.0,funk,0,,,,53594.0,443696.0,MC Menor da VG,mc zoio de gato,Mc Rodolfinho
mc davi,14,45.71428571428572,High,Medium,Low,Vocal,57.14285714285714,3.470714285714286,71.42857142857143,funk,0,,,,219745.0,3054205.0,Mc Don Juan,MC Ryan SP,MC Kevin
mc delux,1,43.0,High,Medium,Low,Vocal,100.0,3.15,100.0,funk,0,,,,300031.0,3517231.0,DJ JEEH FDC,MC Menor MT,DJ Patrick Muniz
mc don juan,3,45.333333333333336,Medium,Low,Low,Vocal,66.66666666666666,2.763333333333333,33.33333333333333,funk,0,,,,289377.0,4988821.0,MC Davi,MC Kekel,MC Livinho
mc felipe boladão,3,43.66666666666666,High,High,Moderate,Vocal,100.0,2.4933333333333336,0.0,funk,0,,,,18776.0,348707.0,MC KELVINHO,"Junkye, Mc Felipe Boladão",Mc Daleste
mc frog,1,42.0,High,Medium,Low,Vocal,100.0,3.54,100.0,funk,0,,,,84373.0,649225.0,Davi Kneip,MC Zaquin,Mc Pepeu
mc gw,3,28.0,High,High,Low,Vocal,100.0,2.65,100.0,funk,0,,,,247721.0,2712198.0,DJ Blakes,Mc Delux,Mc Kitinho
mc ig,11,49.18181818181818,High,Medium,Low,Vocal,63.63636363636363,3.413636363636364,54.54545454545454,funk,0,,,,235202.0,13352695.0,MC Kevin,MC PH,KayBlack
mc jhojhow,1,43.0,High,Medium,Low,Vocal,0.0,2.87,0.0,funk,0,,,,10128.0,48769.0,Mc Léléto,Mc Bruninho da Praia,Mc 7 Belo
mc kadu,11,44.45454545454545,High,Medium,Low,Vocal,45.45454545454545,3.938181818181818,90.9090909090909,funk,0,,,,34557.0,469301.0,Dj GM,Dj Boy,MC GP
mc kako,7,49.142857142857146,Medium,Medium,Low,Vocal,42.85714285714285,4.33,57.14285714285714,funk,0,,,,58765.0,1285878.0,Dj GM,MC Paulin da Capital,MC Kevin
mc kanhoto,4,46.5,Medium,Medium,Low,Vocal,50.0,3.52,100.0,funk,0,,,,8351.0,77996.0,Oldilla,Mc cassiano,DJ Japa NK
mc kauan,1,44.0,High,High,Low,Vocal,100.0,3.4,0.0,funk,0,,,,17944.0,175514.0,MC Kapela,MC Neguinho do Kaxeta,MC Kevin
mc kautry,1,45.0,High,Medium,Low,Vocal,0.0,3.05,100.0,funk,0,,,,5422.0,48689.0,MC RN do Capão,Mc Vzs,Mc Lacerda Zl
mc kaverinha,1,45.0,High,High,Low,Vocal,0.0,4.75,100.0,funk,0,,,,13997.0,223150.0,,,
mc kelvinho,4,44.0,High,Medium,Low,Vocal,25.0,3.68,50.0,funk,0,,,,55808.0,1005747.0,Mc Felipe Boladão,Mc IG,MC GP
mc kevin,22,46.90909090909091,High,Medium,Low,Vocal,36.36363636363637,3.6631818181818185,59.09090909090909,funk,0,,,,195841.0,8060723.0,Mc IG,MC Hariel,MC GP
mc lele jp,6,47.333333333333336,Medium,Medium,Low,Vocal,0.0,3.1750000000000003,83.33333333333334,funk,0,,,,63243.0,580219.0,MC Lipi,MC Cebezinho,MC Kevin
mc lipi,3,44.333333333333336,Medium,High,Low,Vocal,0.0,3.146666666666667,33.33333333333333,funk,0,,,,76195.0,826980.0,MC Lele JP,MC Cebezinho,MC Davi
mc magal,3,44.0,Medium,Medium,Low,Vocal,33.33333333333333,5.103333333333333,66.66666666666666,funk,0,,,,26365.0,205314.0,,,
mc magrinho,1,45.0,High,Medium,Moderate,Vocal,100.0,2.57,100.0,funk,0,,,,108227.0,748259.0,Mc Jhey,Mc Gw,Mc Luan
