artist,total_tracks,spotify_popularity,danceability,energy,speechiness,instrumentalness,pct_explicit_tracks,duration_min,feature_pct,spotify_track_genre,nominations,year_with_most_nominations,most_common_category,most_common_award_class,lastfm_listeners,lastfm_playcount,similar_1,similar_2,similar_3
diana ross,8,25.375,High,High,Low,Vocal,0.0,4.55,12.5,disco,0,,,,1486825.0,15477385.0,Donna Summer,Dionne Warwick,The Supremes
diana wang,1,49.0,Medium,High,Low,Vocal,0.0,3.96,0.0,mandopop,0,,,,9602.0,95122.0,,,
diante do trono,15,41.8,Low,Medium,Low,Vocal,0.0,7.962000000000001,73.33333333333333,gospel,0,,,,51634.0,2467233.0,Crianças Diante Do Trono,Aline Barros,Fernanda Brum
dibob,2,38.5,Medium,High,Low,Vocal,0.0,3.13,0.0,brazil,0,,,,43261.0,973621.0,Forfun,Scracho,Cueio Limão
dick & dee dee,1,33.0,Medium,Medium,Low,Vocal,0.0,2.27,0.0,blues,0,,,,12507.0,45482.0,Skip & Flip,Donnie Brooks,Troy Shondell
dickie jones,3,24.666666666666668,Medium,Low,Low,Vocal,0.0,2.123333333333333,33.33333333333333,disney,0,,,,41049.0,115735.0,Bobby Driscoll,James Baskett,Tigger
dickster,1,24.0,Medium,High,Low,Instrumental,0.0,8.16,100.0,trance,0,,,,11145.0,52843.0,Earthspace,Killerwatts,Laughing Buddha
dicky cheung,1,24.0,Medium,High,Low,Vocal,0.0,3.26,0.0,cantopop,0,,,,2981.0,26177.0,Alex To,Alec Su,Wilfred Lau
didar sandhu,2,35.0,High,Medium,Low,Vocal,0.0,2.605,100.0,folk,0,,,,1475.0,6565.0,Narinder Biba,Lal Chand Yamla Jatt,K. Deep & Jagmohan Kaur
didi gutman,1,18.0,Medium,Low,Low,Instrumental,0.0,2.81,0.0,tango,0,,,,24525.0,68001.0,Juan Blas,Moviola,Orquesta Del Plata
didi kempot,3,39.66666666666666,Medium,Medium,Low,Vocal,0.0,4.736666666666667,0.0,j-pop,0,,,,7524.0,165984.0,Jihan Audy,Manthous,Ebiet G. Ade
die 3 besoffskis,2,24.5,Low,High,Low,Vocal,50.0,2.81,0.0,party,0,,,,10763.0,53669.0,Rick Arena,Killermichel,Karl Dall
die apokalyptischen reiter,11,21.818181818181817,Medium,High,Low,Vocal,0.0,3.8154545454545454,0.0,heavy-metal,0,,,,215337.0,12067431.0,In Extremo,Subway to Sally,Saltatio Mortis
die atzen,5,34.4,High,High,Low,Vocal,20.0,3.098,60.0,party,0,,,,115237.0,1318007.0,HBZ,SDP,Trailerpark
die cappuccinos,3,33.666666666666664,Medium,High,Low,Vocal,0.0,3.3266666666666667,0.0,disco,0,,,,4410.0,38801.0,Christian Lais,Uwe Busse,Andreas Fulterer
die draufgänger,29,16.862068965517242,High,High,Low,Vocal,0.0,3.257586206896552,31.03448275862069,party,0,,,,27929.0,250792.0,Mia Julia,Nina Chuba,Andreas Gabalier
die flippers,17,29.058823529411764,Medium,High,Low,Vocal,0.0,3.4776470588235293,0.0,party,0,,,,73723.0,965191.0,Peter Alexander,Andrea Berg,Howard Carpendale
die gebrüder brett,2,34.0,High,High,Low,Vocal,50.0,5.05,100.0,electronic,0,,,,15032.0,208823.0,Maytrixx,ViruzZ,Tekknosucht
die gerchli,2,30.5,Medium,Medium,Low,Vocal,0.0,3.54,100.0,party,0,,,,1148.0,2982.0,DerEnte,Effeltricher Fosanochtsverein,Kloß mit Soß
die heufresser,2,25.5,Medium,High,Low,Vocal,50.0,2.56,0.0,party,0,,,,1514.0,11103.0,Mütze Katze,dualxess,MartinBepunkt
die paldauer,3,33.666666666666664,High,High,Low,Vocal,0.0,3.296666666666667,0.0,disco,0,,,,18010.0,197916.0,Fernando Express,Nockalm Quintett,Geschwister Hofmann
die partymacher,1,23.0,High,High,Low,Vocal,0.0,3.68,0.0,party,0,,,,2769.0,9084.0,Chris Marlow,Rick Arena,Ina Colada
die toten hosen,25,37.32,Medium,High,Low,Vocal,0.0,3.5044,0.0,german,0,,,,476579.0,29491196.0,Die Ärzte,Die Roten Rosen,Farin Urlaub
die zipfelbuben,3,24.666666666666668,Medium,High,Low,Vocal,0.0,3.0,100.0,disco,0,,,,28505.0,200524.0,Schmitty Extreme,Mountain Crew,Dorfrocker
die jungen zillertaler,9,13.11111111111111,High,High,Low,Vocal,0.0,2.967777777777778,0.0,party,0,,,,14435.0,111981.0,Marc Pircher,Zellberg Buam,Klostertaler
die ärzte,3,38.333333333333336,Medium,High,Low,Vocal,0.0,3.803333333333333,0.0,punk-rock,0,,,,534192.0,47010654.0,Farin Urlaub,Farin Urlaub Racing Team,Die Toten Hosen
diego & arnaldo,11,46.36363636363637,Medium,High,Low,Vocal,0.0,3.040909090909091,45.45454545454545,sertanejo,0,,,,58261.0,833595.0,Clayton & Romário,Kaique e Felipe,Diego & Victor Hugo
diego & victor hugo,15,48.8,Medium,High,Low,Vocal,0.0,2.948,20.0,sertanejo,0,,,,167012.0,3539561.0,Zé Neto & Cristiano,George Henrique & Rodrigo,Hugo & Guilherme
diego fernandes,1,43.0,Medium,Medium,Low,Vocal,0.0,4.26,0.0,brazil,0,,,,5530.0,56156.0,Tony Allysson,Toca de Assis,Davidson Silva
diego herrera,7,42.57142857142857,High,Medium,Low,Vocal,0.0,3.177142857142857,71.42857142857143,r-n-b,0,,,,4502.0,29578.0,Saul El Jaguar Alarcón,Claudio Alcaraz,La Septima Banda
diego karter,1,45.0,Medium,Medium,Low,Vocal,0.0,3.85,0.0,gospel,0,,,,3661.0,18837.0,Klebson Kollins,Projeto Norte,Abdiel Arsenio
diego torres,3,0.0,Medium,High,Low,Vocal,0.0,3.896666666666667,0.0,latin,0,,,,238388.0,2064261.0,Alejandro Lerner,Chayanne,Bacilos
"diego, dora & friends",3,24.666666666666668,Medium,High,Low,Vocal,0.0,2.973333333333333,0.0,kids,0,,,,5675.0,38216.0,Kids Camp,BabyBus Nursery Rhymes,Smart Books
dierks bentley,3,0.0,Medium,High,Low,Vocal,0.0,3.34,66.66666666666666,country,0,,,,834438.0,10884413.0,Jake Owen,Luke Bryan,Billy Currington
dieter huber,2,46.5,Medium,Low,Low,Instrumental,0.0,2.835,0.0,guitar,0,,,,19528.0,93881.0,Leandra Costa,Armand Beck,Sam With Friends
digicult,5,30.0,Medium,High,Low,Instrumental,0.0,7.528,60.0,trance,0,,,,22600.0,301048.0,U-Recken,Sonic Species,Talamasca
digital base,2,10.5,High,High,Low,Instrumental,0.0,5.05,100.0,breakbeat,0,,,,3015.0,15966.0,F-Word,Bubu (Breaks),Quadrat Beat
digital boy,1,19.0,High,High,Low,Vocal,0.0,3.72,0.0,happy,0,,,,6816.0,31943.0,80 Aum,The Bazeman,Phenomania
digital dread,1,35.0,High,High,Low,Vocal,0.0,3.5,0.0,dancehall,0,,,,736.0,9349.0,Boomer,Manes Del Asis,Shamanes
digital punk,2,28.5,Low,High,Low,Vocal,0.0,4.1,50.0,hardstyle,0,,,,35367.0,398981.0,Radical Redemption,Crypsis,Phuture Noize
digitaldubs,2,28.5,Medium,High,Low,Vocal,0.0,3.87,100.0,dub,0,,,,8012.0,54584.0,Drosselmeyer,The BlackStarliners,El Fata
digitonal,5,17.2,Medium,Low,Low,Instrumental,0.0,5.726000000000001,0.0,idm,0,,,,67613.0,732520.0,Abfahrt Hinwil,Gimmik,Ochre
dijon,1,69.0,High,Medium,Low,Vocal,0.0,3.08,0.0,soul,0,,,,553667.0,17026383.0,,,
dilip shadangi,1,25.0,Medium,High,Low,Vocal,0.0,6.12,100.0,samba,0,,,,94.0,258.0,Mithlesh Sahu,Sunil Soni,Omesh Vishvahar
diljit dosanjh,24,61.708333333333336,High,High,Low,Vocal,4.166666666666666,3.029166666666667,33.33333333333333,pop-film,0,,,,119183.0,4614553.0,Karan Aujla,Shubh,AP Dhillon
dillinger,2,27.0,Medium,High,Low,Vocal,0.0,2.96,0.0,dub,0,,,,153129.0,836087.0,I-Roy,Big Youth,Prince Jazzbo
dillinger four,6,25.0,Low,High,Low,Vocal,0.0,2.74,0.0,power-pop,0,,,,128624.0,4365147.0,The Lawrence Arms,Dead to Me,Dear Landlord
dillinja,5,16.0,Medium,High,Low,Vocal,0.0,5.572,20.0,drum-and-bass,0,,,,217661.0,1485339.0,Lemon D,Origin Unknown,Moving Fusion
dillon francis,10,52.5,Medium,High,Low,Vocal,0.0,3.042,90.0,electronic,0,,,,713626.0,8364970.0,Kill the Noise,Zomboy,Knife Party
dillytek,2,21.0,Medium,High,Low,Vocal,0.0,3.62,0.0,hardstyle,0,,,,8708.0,68127.0,Proto Bytez,Rebourne,Noiseshock
dilpreet dhillon,2,58.5,High,Medium,Low,Vocal,0.0,3.44,100.0,hip-hop,0,,,,6858.0,76178.0,Gurnam Bhullar,Kulwinder Billa,Jass Bajwa
dilsinho,23,44.91304347826087,Medium,High,Low,Vocal,0.0,3.4769565217391305,78.26086956521739,pagode,0,,,,230019.0,7001996.0,Di Propósito,Sorriso Maroto,Ferrugem
dimash qudaibergen,9,46.44444444444444,Low,Medium,Low,Vocal,0.0,4.794444444444444,22.22222222222222,opera,0,,,,20825.0,1218022.0,"Dimash Qudaibergen, Igor Krutoy",Dimash Kudaibergen,Ninety One
dimatik,8,42.0,Medium,High,Low,Instrumental,0.0,3.565,62.5,hardstyle,0,,,,61961.0,512095.0,Luca Testa,LNY TNZ,Coone
dimension,11,34.54545454545455,Medium,High,Low,Vocal,0.0,4.173636363636363,27.27272727272727,drum-and-bass,0,,,,229314.0,4167925.0,Sub Focus,Culture Shock,Grafix
dimension 09,2,21.0,Medium,Low,Low,Instrumental,0.0,2.91,0.0,study,0,,,,5906.0,11520.0,Ly Morales,Skeleton Panda,Little Lazy Lights
dimension latina,10,23.0,High,Medium,Low,Vocal,0.0,3.66,0.0,salsa,0,,,,157066.0,953600.0,Oscar D'León,El Gran Combo De Puerto Rico,Frankie Ruiz
dimitri k,1,59.0,Medium,High,Low,Vocal,0.0,2.97,0.0,hardcore,0,,,,50541.0,1126564.0,Deadly Guns,EQUAL2,lunakorpz
dimitri vangelis & wyman,7,54.71428571428572,Medium,High,Low,Vocal,0.0,3.762857142857143,28.57142857142857,progressive-house,0,,,,171408.0,1219075.0,DubVision,Third Party,Kaaze
dimitri vegas & like mike,45,51.22222222222222,Medium,High,Low,Vocal,13.333333333333334,3.2964444444444445,95.55555555555556,progressive-house,0,,,,721419.0,10136931.0,Hardwell,Timmy Trumpet,R3hab
dimmi,2,24.5,High,Medium,Low,Vocal,0.0,2.98,100.0,deep-house,0,,,,81448.0,416477.0,De Hofnar,Klingande,Gostan
dimmu borgir,10,41.6,Low,High,Low,Vocal,0.0,4.7,0.0,black-metal,0,,,,614802.0,39707452.0,Cradle of Filth,Old Man's Child,Satyricon
dinah eastwood,1,0.0,High,Medium,Low,Vocal,0.0,2.96,0.0,jazz,0,,,,34396.0,170667.0,Urselle,Anakelly,Ituana
dinamarca,5,17.0,High,High,Low,Instrumental,20.0,3.3199999999999994,40.0,club,0,,,,86177.0,1366326.0,Meth Math,SAFETY TRANCE,Coucou Chloe
dine,1,25.0,High,Medium,Low,Instrumental,0.0,1.09,0.0,ambient,0,,,,3329.0,13815.0,Martian Tin Can,Pece,Keston and Westdal
dinker kalvala,2,53.0,Medium,Medium,Low,Vocal,0.0,3.98,50.0,indie,0,,,,429.0,2287.0,,,
dino james,1,64.0,High,Medium,Low,Vocal,0.0,3.59,100.0,pop,0,,,,10737.0,180097.0,Fotty Seven,AUR,Arjun Kanungo
dino saluzzi,1,21.0,Medium,Medium,Low,Mixed,0.0,2.26,0.0,tango,0,,,,22921.0,175552.0,John Surman,Ralph Towner,Steve Kuhn
dinos,5,0.0,High,Medium,Low,Vocal,100.0,2.586,0.0,french,0,,,,71728.0,7571865.0,Damso,Josman,Laylow
dinosaur jr.,17,25.764705882352946,Low,High,Low,Vocal,0.0,4.062352941176471,0.0,power-pop,0,,,,1139556.0,38033928.0,Sebadoh,J Mascis,Built to Spill
dio,2,67.5,Medium,High,Low,Mixed,0.0,4.945,0.0,hard-rock,0,,,,1319862.0,35773473.0,Heaven & Hell,Rainbow,Elf
diogo nogueira,39,38.46153846153846,Medium,High,Low,Vocal,0.0,3.767692307692308,20.51282051282051,samba,0,,,,170321.0,1898184.0,Jorge Aragão,Zeca Pagodinho,Dudu Nobre
dion,4,34.25,Low,Medium,Low,Vocal,0.0,2.7925,0.0,rockabilly,0,,,,676544.0,6744349.0,Dion & The Belmonts,The Del-Vikings,The Everly Brothers
dion & the belmonts,2,57.5,Medium,Low,Low,Vocal,0.0,2.5,0.0,blues,0,,,,424649.0,3119400.0,Dion,The Del-Vikings,Ritchie Valens
dion timmer,3,39.333333333333336,Medium,High,Low,Vocal,0.0,3.3966666666666665,33.33333333333333,dub,0,,,,97703.0,1437678.0,Rogue,Pegboard Nerds,Hinkik
dione,1,18.0,Medium,High,Moderate,Mixed,100.0,4.36,0.0,happy,0,,,,28911.0,269243.0,SRB,Noize Suppressor,Tommyknocker
dionne bromfield,1,27.0,High,High,Low,Vocal,0.0,3.19,0.0,british,0,,,,96791.0,1119171.0,Duffy,Lily Moore,Joss Stone
diplomat,1,39.0,Medium,High,Low,Vocal,0.0,2.57,100.0,turkish,0,,,,7941.0,97053.0,D3,Dark Vektor,Bass Junkie
diptirekha,1,24.0,High,High,Low,Vocal,0.0,3.62,100.0,samba,0,,,,3.0,8.0,,,
direct,1,50.0,Low,Medium,Low,Vocal,0.0,4.35,100.0,dub,0,,,,153662.0,1836374.0,CloudNone,Mr FijiWiji,Rezonate
direct hit!,7,23.428571428571427,Medium,High,Low,Vocal,0.0,2.7885714285714287,0.0,power-pop,0,,,,54039.0,1565447.0,The Copyrights,Dead to Me,Iron Chic
dirk maassen,1,42.0,Low,Low,Low,Instrumental,0.0,3.39,0.0,ambient,0,,,,178874.0,1568469.0,Jef Martens,RIOPY,Jordane Tumarinson
dirt monkey,2,23.0,Medium,High,Low,Vocal,0.0,13.935,0.0,dub,0,,,,31469.0,278605.0,Boogie T,Ganja White Night,Mersiv
dirt nasty,4,22.0,Medium,Medium,Low,Vocal,100.0,3.205,25.0,comedy,0,,,,67795.0,616989.0,Andre Legacy,Beardo,Dyslexic Speedreaders
dirty audio,1,45.0,Medium,High,Low,Vocal,0.0,2.67,100.0,electronic,0,,,,36549.0,250300.0,Subtact,KUURO,Rogue
dirty doering,1,40.0,High,Medium,Low,Instrumental,0.0,7.33,0.0,minimal-techno,0,,,,75481.0,470546.0,Kellerkind,Niconé,Einmusik
dirty heads,2,64.0,High,High,Low,Vocal,100.0,3.5,0.0,reggae,0,,,,385940.0,5285794.0,Sublime with Rome,Iration,The Elovaters
dirty rush & gregor es,2,57.5,Medium,High,Low,Vocal,50.0,3.03,0.0,progressive-house,0,,,,53172.0,296886.0,Relanium,Mike Candys,Laidback Luke
dirty south,1,58.0,Medium,High,Low,Vocal,0.0,3.78,100.0,progressive-house,0,,,,317793.0,2174239.0,Thomas Gold,Steve Angello,Deniz Koyu
dirtyphonics,6,38.5,Low,High,Low,Vocal,0.0,3.7516666666666665,66.66666666666666,drum-and-bass,0,,,,176840.0,1934830.0,Hayve,Samplifire,Modestep
disarmonia mundi,2,21.5,Low,High,Low,Mixed,0.0,4.565,0.0,death-metal,0,,,,175238.0,7651828.0,Solution .45,Soilwork,Scar Symmetry
disarstar,5,39.0,High,Medium,Low,Vocal,0.0,2.96,20.0,german,0,,,,32463.0,1314305.0,PÖBEL MC,Disarstar & Jugglerz,Luvre47
disciples,7,25.142857142857142,High,High,Low,Vocal,0.0,3.525714285714286,0.0,deep-house,0,,,,224852.0,1898729.0,Duke Dumont,Alex Adair,MK
disclosure,8,9.625,Medium,High,Low,Vocal,0.0,4.75875,87.5,house,0,,,,2100996.0,64313386.0,Jamie xx,AlunaGeorge,Duke Dumont
discoboys,2,15.0,High,High,Low,Vocal,0.0,3.485,0.0,disco,0,,,,230645.0,1587635.0,Marc Kiss,Sean Finn,Norman Doray
discocrew,1,40.0,High,High,Low,Vocal,0.0,2.67,0.0,swedish,0,,,,11015.0,90672.0,DJ Roine,Laser Inc,Secondtunez
discopraise,5,42.6,Low,Medium,Low,Vocal,0.0,5.612,0.0,gospel,0,,,,17561.0,148907.0,Quatro por Um,Eli Soares,Fernandinho
discordance axis,16,13.375,Low,High,Low,Instrumental,0.0,1.220625,0.0,grindcore,0,,,,58141.0,2780996.0,Gridlink,No One Knows What the Dead Think,Pig Destroyer
disfear,14,17.428571428571427,Low,High,Low,Vocal,28.57142857142857,3.434285714285714,0.0,grindcore,0,,,,62037.0,2017286.0,Wolfbrigade,Driller Killer,Anti Cimex
disfigure,1,61.0,Medium,Medium,Low,Vocal,0.0,3.48,0.0,edm,0,,,,98680.0,759083.0,MDK,Lensko,Different Heaven
disgorge,5,12.6,Low,High,Low,Instrumental,0.0,3.3620000000000005,0.0,grindcore,0,,,,56440.0,1747856.0,Deeds of Flesh,Gorgasm,Devourment
dishwalla,1,54.0,Medium,Medium,Low,Vocal,0.0,4.06,0.0,grunge,0,,,,472152.0,4780904.0,Tonic,Vertical Horizon,Better Than Ezra
disidente,1,42.0,Low,High,Low,Vocal,0.0,4.63,0.0,metal,0,,,,16830.0,370337.0,Thermo,Canseco,Eufemia
disjecta,1,8.0,High,Low,Low,Vocal,0.0,7.81,0.0,idm,0,,,,14486.0,68424.0,Jake Slazenger,Team Doyobi,Jello
disme,2,34.5,High,Medium,Low,Vocal,100.0,2.855,100.0,emo,0,,,,14565.0,647622.0,Vaz Tè,Gianni Bismark,Quentin40
disney channel stars,1,41.0,Medium,High,Low,Vocal,0.0,3.19,0.0,disney,0,,,,22789.0,115592.0,Anneliese van der Pol,Christy Carlson Romano,Lucas Grabeel
disney peaceful piano,6,51.66666666666666,Medium,Low,Low,Instrumental,0.0,3.1966666666666668,100.0,disney,0,,,,38862.0,1750735.0,Fred Mollin,Rob Cantor,André Previn & London Symphony Orchestra
disney studio chorus,5,22.2,Medium,Medium,Low,Vocal,0.0,2.592,0.0,disney,0,,,,94471.0,417650.0,Jim Cummings,Samuel E. Wright,George Bruns
disney's circle of stars,1,46.0,Low,Low,Low,Vocal,0.0,2.52,0.0,disney,0,,,,22789.0,115592.0,Anneliese van der Pol,Christy Carlson Romano,Lucas Grabeel
diss reaction,1,17.0,Medium,High,Low,Vocal,100.0,4.29,100.0,happy,0,,,,16346.0,86750.0,Rotterdam Terror Corps,Promo,Knightvision
dissection,5,41.8,Medium,High,Low,Vocal,80.0,4.444,0.0,black-metal,0,,,,320273.0,14907108.0,Emperor,Sacramentum,Immortal
distimia agorafóbica,1,39.0,Medium,Medium,Low,Vocal,0.0,4.11,0.0,punk-rock,0,,,,17473.0,307560.0,,,
distinguisher,1,22.0,Low,High,Low,Vocal,100.0,2.57,0.0,death-metal,0,,,,47895.0,517099.0,Carcosa,God Complex,Mugshot
disturbed,12,29.666666666666668,Medium,High,Low,Vocal,8.333333333333332,4.351666666666667,0.0,alternative,0,,,,3158111.0,140443753.0,Godsmack,Five Finger Death Punch,Drowning Pool
dither,34,17.852941176470587,Medium,High,Low,Vocal,11.76470588235294,3.258235294117647,52.94117647058824,idm,0,,,,28895.0,422526.0,Deadly Guns,N-Vitral,Furyan
ditty,1,43.0,Medium,Low,Low,Vocal,0.0,3.63,0.0,indian,0,,,,8298.0,64869.0,Raghav Meattle,Ramil Ganjoo,Piyush Bhisekar
dive,2,21.5,Medium,High,Low,Mixed,50.0,3.96,0.0,industrial,0,,,,55627.0,754406.0,Klinik,The Klinik,Mentallo & The Fixer
divide music,1,52.0,Medium,Medium,Low,Vocal,0.0,3.79,0.0,anime,0,,,,29029.0,1203498.0,Fabvl,Daddyphatsnaps,rustage
divididos,24,33.166666666666664,Medium,High,Low,Vocal,0.0,4.625,12.5,ska,0,,,,117778.0,2989442.0,Los Piojos,Patricio Rey y sus Redonditos de Ricota,La Renga
diviners,1,60.0,Medium,High,Low,Vocal,0.0,3.48,100.0,edm,0,,,,92122.0,835247.0,Clarx,RetroVision,LFZ
divino niño,2,27.0,Low,High,Low,Vocal,0.0,4.57,0.0,garage,0,,,,95404.0,889471.0,Inner Wave,Dumbo Gets Mad,shimmertraps
division speed,1,19.0,Low,High,Low,Mixed,0.0,2.99,0.0,black-metal,0,,,,9344.0,153139.0,Vulture,Cruel Force,Deathhammer
división minúscula,10,40.6,Medium,High,Low,Vocal,0.0,4.109,10.0,punk-rock,0,,,,94841.0,2609598.0,Allison,Panda,José Madero
divya kumar,23,39.34782608695652,Medium,High,Low,Vocal,0.0,4.939130434782609,56.52173913043478,folk,0,,,,26209.0,204878.0,Sachet Tandon,Sachin-Jigar,Arijit Singh
dizaro,2,57.5,Medium,Medium,Low,Vocal,0.0,2.67,100.0,french,0,,,,31674.0,190062.0,elsaaa,puulse,Friends & I
dizharmonia,1,33.0,High,Medium,Low,Mixed,0.0,6.05,100.0,techno,0,,,,7664.0,34263.0,Nick Devon,Paul Anthonee,Mia Mendi
dizzyeight,1,49.0,Medium,High,Low,Vocal,100.0,2.56,100.0,anime,0,,,,18482.0,619569.0,Daddyphatsnaps,Fabvl,Khantrast
dj arthur almeida,1,46.0,High,Medium,Moderate,Vocal,100.0,5.25,0.0,funk,0,,,,1695.0,6544.0,Dj Ferraz,JAYZERA,Marcela Diniz
dj batata,1,43.0,High,High,Moderate,Vocal,0.0,3.32,100.0,funk,0,,,,111565.0,673847.0,Mc Dede,MC WM,MC Gustta
dj chris no beat,3,47.333333333333336,High,High,Low,Vocal,0.0,2.5966666666666667,100.0,sertanejo,0,,,,48033.0,436364.0,Luan Pereira,Ana Castela,Belle Kaffer
dj gm,4,46.0,Medium,Medium,Low,Vocal,75.0,3.81,100.0,funk,0,,,,57232.0,517677.0,MC Paulin da Capital,MC KAKO,DJ GBR
dj gizmo,7,23.428571428571427,Medium,High,Low,Instrumental,0.0,3.01,14.285714285714285,happy,0,,,,18375.0,92225.0,El Bruto,DJ Weirdo,DJ Dano
dj guuga,1,44.0,High,High,Low,Vocal,0.0,2.2,100.0,funk,0,,,,243289.0,3038746.0,Jerry Smith,MC WM,MC Kevin O Chris
dj joe,1,44.0,High,High,Low,Vocal,0.0,2.89,0.0,reggae,0,,,,20972.0,137640.0,Sir Speedy,Jamsha,Rey Pirin
dj kape,1,19.0,High,Medium,Low,Vocal,0.0,6.43,100.0,minimal-techno,0,,,,146.0,365.0,DeepVoicee,Alex Sounds,Pasten Luder
dj kass,1,39.0,High,High,Low,Vocal,100.0,2.95,100.0,hardcore,0,,,,30128.0,115885.0,Championxiii,Lil June Afro Punta,Handsome Dancer
dj kevin,2,46.5,High,Medium,Low,Vocal,0.0,3.125,100.0,sertanejo,0,,,,15968.0,93390.0,Os Parazim,Carlos & Jader,Grupo Portal Gaúcho
dj mad dog,12,21.666666666666668,Medium,High,Low,Vocal,75.0,3.5258333333333334,33.33333333333333,happy,0,,,,57112.0,1016763.0,Angerfist,Tha Playah,Anime
dj mehmet tekin,2,38.5,High,High,Low,Mixed,0.0,4.4,0.0,turkish,0,,,,2439.0,20375.0,Aykut Closer,DJ JANTI,Dj Parliament
dj promo,19,23.31578947368421,Medium,Medium,Low,Instrumental,0.0,1.9926315789473683,0.0,happy,0,,,,24736.0,239107.0,DJ Outblast,Catscan,The Masochist
dj ray lais,1,43.0,High,Low,Low,Vocal,100.0,2.59,100.0,funk,0,,,,29115.0,134630.0,,,
dj rob & mc joe,1,16.0,High,High,Low,Vocal,0.0,5.96,0.0,happy,0,,,,3827.0,14237.0,Dj Gizmo & The Darkraver,Square Dimensione,The Darkraver & Dj Vince
dj skinhead,1,18.0,Medium,High,Low,Vocal,100.0,2.45,100.0,happy,0,,,,18548.0,127989.0,Delta 9,Rob Gee,Predator
dj t.h.,5,22.2,Medium,High,Low,Vocal,0.0,4.922,100.0,trance,0,,,,15479.0,100547.0,Rene Ablaze,Ron with Leeds,Tycoos
dj tg da inestan,2,48.5,High,Low,Low,Vocal,100.0,2.69,100.0,funk,0,,,,59397.0,588703.0,DJ WS DA IGREJINHA,mc saci,DJ LG do SF
dj thera,5,30.2,Medium,High,Low,Vocal,0.0,3.442,60.0,hardstyle,0,,,,19787.0,237902.0,Zatox,Frontliner,Delete
dj viana,1,47.0,High,High,Low,Vocal,0.0,2.65,100.0,funk,0,,,,23670.0,170025.0,DJ WS DA IGREJINHA,Dj Aguilar,DJ Scar
dj vianu,4,45.0,High,Medium,Low,Vocal,0.0,3.815,0.0,groove,0,,,,10142.0,95289.0,Pascal Junior,DJ GOJA,Otilia
dj victor,6,46.16666666666666,Medium,Medium,Moderate,Vocal,0.0,6.54,100.0,funk,0,,,,36720.0,316411.0,MC LUUKY,MC Cebezinho,dj wn
dj wesley gonzaga,2,42.0,Medium,Medium,Moderate,Vocal,100.0,2.65,50.0,funk,0,,,,146064.0,1872914.0,,,
dj yuri,1,44.0,High,Medium,Low,Vocal,100.0,2.05,0.0,funk,0,,,,5754.0,38067.0,DJ VITIN DO PC,DJ DG DO RB,100 O Vulgo
dj. great,2,15.5,Medium,Medium,Low,Vocal,50.0,2.14,0.0,club,0,,,,5900.0,24593.0,DJ Tray,Dj 809,DJ Telly Tellz
djadja & dinaz,5,33.6,High,Medium,Moderate,Vocal,100.0,3.138,0.0,french,0,,,,46079.0,2424390.0,Maes,WeRenoi,DA Uzi
django,3,34.333333333333336,High,Medium,Low,Vocal,100.0,3.0733333333333337,0.0,french,0,,,,55822.0,1509364.0,Vald,Freeze Corleone,Tengo John
django reinhardt,5,39.6,High,Medium,Low,Instrumental,0.0,2.926,40.0,guitar,0,,,,730415.0,15185767.0,Stéphane Grappelli,Charlie Christian,Biréli Lagrène
djantrix,1,29.0,Medium,High,Low,Instrumental,0.0,7.28,100.0,trance,0,,,,4951.0,34737.0,Spirit Architect,Earthspace,Shivatree
djavan,19,41.89473684210526,Medium,Medium,Low,Vocal,0.0,4.447894736842105,0.0,mpb,0,,,,626325.0,24374611.0,Jorge Vercillo,Gal Costa,Caetano Veloso
djay w,2,49.0,Medium,Medium,Low,Vocal,50.0,4.635,100.0,funk,0,,,,20803.0,227122.0,Mc Bruninho da Praia,Mc Vitão Do Savoy,Oldilla
djedjotronic,1,38.0,High,Medium,Low,Mixed,0.0,4.07,100.0,club,0,,,,70179.0,432132.0,Jensen Interceptor,RNBWS,Terence Fixmer
djevel,2,16.0,Low,Medium,Low,Mixed,0.0,11.73,0.0,black-metal,0,,,,24855.0,778522.0,Mare,Whoredom Rife,Nattverd
djin,1,22.0,Medium,High,Low,Vocal,0.0,4.21,0.0,death-metal,0,,,,4412.0,114094.0,Sorgenkind,3Plusss,Das W
dmitri hvorostovsky,1,19.0,Low,Low,Low,Vocal,0.0,4.66,0.0,opera,0,,,,5800.0,73379.0,Thomas Hampson,Simon Keenlyside,Tito Gobbi
dmitri shostakovich,9,23.55555555555556,Low,Low,Low,Instrumental,0.0,5.34,100.0,ambient,0,,,,944794.0,10897172.0,Sergei Prokofiev,Johannes Brahms,Gustav Mahler
doblecero,6,34.5,High,High,Low,Vocal,0.0,3.971666666666666,16.666666666666664,anime,0,,,,2964.0,105208.0,KaiserNooryam,Darckstar,Kballero Rap
doc & merle watson,1,23.0,Medium,Low,Low,Instrumental,0.0,2.04,0.0,bluegrass,0,,,,51317.0,395887.0,Doc Watson,The Tony Rice Unit,Tony Rice
doce encontro,7,43.85714285714285,Medium,Medium,Low,Vocal,0.0,3.8,0.0,pagode,0,,,,43157.0,341088.0,Samprazer,Vitinho,Pique Novo
dochi sadega,1,39.0,Low,Low,Low,Vocal,0.0,3.87,0.0,punk,0,,,,1481.0,28750.0,Pee Wee Gaskins,Summerlane,Topi Jerami
