artist_name,listeners,playcount,similar
Little Circuits,119878,701375,Thoas Galla;Carufo;Zion Llama
Little Dragon,1186878,29049125,Goldfrapp;Skinshape;Lamb
Little Eva,253761,1071617,The Cookies;The Chiffons;The Shirelles
Little Gerhard,5253,30317,Towa Carson;Sven-Gösta Jonsson;Gunnar Wiklund
Little Glee Monster,53723,1005558,緑黄色社会;私立恵比寿中学;藤川千愛
Little Jinder,71656,1380585,Säkert!;Kite;Linnea Henriksson
Little Lazy Lights,14549,30737,Skeleton Panda;Dimension 09;Instant Influence
Little Mix,1583285,102777644,Leigh-Anne;Perrie;Fifth Harmony
Little People,353192,5909223,Emancipator;Kodomo;Yppah
Little Piano Player,4477,29159,Tranquility Piano;Piano Genie;Poppie Swag
Little Richard,897840,8712869,Chuck Berry;Jerry Lee Lewis;Fats Domino
Little River Band,494473,4141595,Orleans;Ambrosia;Firefall
Little Simz,786328,32275724,JID;Noname;Loyle Carner
Little Symphony,96333,4627369,Juni Tinley;Solvekin;Peter Graham
Little Walter,340404,2630549,Sonny Boy Williamson II;Muddy Waters;Howlin' Wolf
Liturgy,165552,4480889,Ashenspire;Thantifaxath;Agrikulture
Liu,147322,1356402,dubdogz;Cat Dealers;Vintage Culture
Liu & Léu,11422,58905,Pedro Bento & Zé da Estrada;João Mulato e Douradinho;Lourenço & Lourival
Live,1260727,21093044,Candlebox;Collective Soul;Days of the New
Lividity,32665,702609,Disgorge;Gorgasm;Deaden
Livin' Joy,172170,995496,JX;Robin S;Black Box
Living Colour,579087,6959095,Downstait;Fishbone;Infectious Grooves
Living In A Box,163172,797894,Curiosity Killed the Cat;Go West;Johnny Hates Jazz
Living Room,337497,3201503,Makzo;Tullio;Chill Beats Music
Livingston,145781,3094145,Bohnes;Lø Spirit;Citizen Soldier
Liz Callaway,123767,891641,Christy Altomare;Judy Kuhn;Donna Murphy
Liz Lanne,1584,15787,Marina de Oliveira;Jozyanne;Léa Mendonça
Liz Story,78445,699648,Philip Aaberg;William Ackerman;Nightnoise
Liz Torres,8561,25215,Chip E.;Jungle Wonz;Master C & J
Liza Minnelli,223189,2135251,Joel Grey;Ralph Burns;Judy Garland
Lizzo,1532062,48907359,Meghan Trainor;Cardi B;Iggy Azalea
Ljå,26821,534007,Djevel;Gehenna;Kvist
Llewellyn,141781,1964344,Aetherium;Chris Conway;Aroshanti
Llorca,202581,1252529,Rodney Hunter;Mo' Horizons;S-Tone Inc.
Lloyd Banks,1053922,8576717,G-Unit;Tony Yayo;Young Buck
Lloyd Cole and the Commotions,192703,2238446,Lloyd Cole;The Silencers;Aztec Camera
Lluvia para Dormir,4322,226519,Sueño Profundo Club;Relajación Piano;Prince Sereno
Lo Fidelity Allstars,128499,911155,Midfield General;Cut La Roc;Bentley Rhythm Ace
Lo'Jo,20751,188284,Fabulous Trobadors;Dupain;Le Maximum Kouette
LoFinga,2554,4796,liljuice;Wickr Light;Xoxo Fernandez
LoFoxy,6179,75333,Sad Gatomon;SKILIFAY;Shimu.
Loadstar,84487,910658,DC Breaks;The Prototypes;Mind Vortex
Loathe,628564,29869546,Thornhill;Static Dress;Moodring
Lobby Lingu!n!,7628,18196,spicy 2una;Lozzle;My New Shoes
Lobo,217617,1379309,Randy VanWarmer;Rita Coolidge;Anne Murray
Lobão,96198,2341921,Lobão E Os Ronaldos;Ira!;Ultraje A Rigor
Local H,487231,6980255,Toadies;Sponge;Everclear
Lock Up,50686,1304631,Napalm Death;Rotten Sound;Brutal Truth
Locked Club,38326,520355,Any Act;RLGN;Hermeth
Loco,299809,5303075,pH-1;Leellamarz;Coogie
Loco Dice,142599,773389,Marc Romboy;Audion;Ricardo Villalobos
Loess,56188,731150,Freescha;Proem;Gimmik
Lofi Temptation,15196,75774,Lord Kael;sapientdream;HYGH Lofi Music
Logistics,275719,6058135,Nu:Tone;London Elektricity;S.P.Y
Lokel,27562,237804,Sterling Hudson;Curio Watts;po9t
Lola Indigo,149363,5484309,Aitana;Ana Mena;Belén Aguilera
Lola Le Lann,13757,86509,Mélodie Lauret;Lucie Vagenheim;ELISA ERKA
Lola Ponce,1954,12284,Mietta;Flores Raras;Vittorio Matteucci
Lollies,24005,121755,Mickie Krause;Jürgen Drews;Peter Wackel
Lollypop Lorry,5939,56158,Reggae;Markscheider Kunst;Рома Впр
Lomepal,117020,8401924,Nekfeu;Roméo Elvis;Orelsan
Lomoplay,12460,31755,Jamie Toffler;Hattab;itsjrad
London After Midnight,343052,8569085,Paralysed Age;Rosetta Stone;Christian Death
London Elektricity,298477,6890135,Logistics;Nu:Tone;High Contrast
London Symphony Orchestra,578676,6487784,Berliner Philharmoniker;Leonard Bernstein;The Royal Philharmonic Orchestra
Lonely God,608651,5207021,A-wall;Wabie;juju<3
Lonely Night,30134,200854,keyløud;Lost Dreamers;MNTN RVR
Lonely Spring,16107,154016,Flash Forward;Lostboi Lino;Donots
Lonely The Brave,124331,1655516,Deaf Havana;Twin Atlantic;Fightstar
Lonely in the Rain,113626,1161814,buchs;NLSN;Alex Baker
Lonesome River Band,26773,222786,The Grascals;Doyle Lawson & Quicksilver;Larry Sparks
Lonesome Wyatt and the Holy Spooks,18875,406770,Those Poor Bastards;Slim Cessna's Auto Club;Jay Munly
Lonestar,542038,4076912,Diamond Rio;John Michael Montgomery;Mark Wills
Long Beach Dub Allstars,268025,2153777,Pepper;Sublime with Rome;Slightly Stoopid
Long Shot Party,74995,674933,Daisuke;Joe Inoue;Flow
Longview,62587,581506,Athlete;Feeder;Stereophonics
LooLoo Kids,36288,574237,Mother Goose Club;Vicky Arlidge;The Little Sunshine Kids
Lookas,81983,593684,Take/Five;Veorra;Aero Chord
Loopable,3944,935591,White Noise Meditation;Sounds of Nature White Noise Sound Effects;Brown Noise Radio
Loose Ends,187112,1261180,Cherrelle;S.O.S. Band;Alexander O'Neal
Loote,268640,4373887,
Loquillo,54072,740399,Loquillo Y Los Trogloditas;Seguridad Social;La Guardia
Loquillo Y Los Trogloditas,61238,660497,Loquillo;Los Ronaldos;Rosendo
Lord Belial,80198,1895896,Naglfar;Unanimated;Setherial
Lord Folter,23114,424174,Disarstar;RapK;Zugezogen Maskulin
Lord Huron,1890377,52968839,Gregory Alan Isakov;The Lumineers;The Head and the Heart
Lord Of The Lost,138918,6971128,Hell Boulevard;Mono Inc.;Gothminister
Lordi,521589,15730925,Powerwolf;Battle Beast;Kissin' Dynamite
Lords Of Acid,199432,3070432,My Life with the Thrill Kill Kult;KMFDM;Praga Khan
Lords Of The New Church,58399,792187,
Lords Of The Underground,241104,2160062,Das EFX;Jeru the Damaja;KRS-One
Lordson Antony,23,173,Jomon Philip;Anil Adoor;Dr. Blesson Memana
Loreen,688222,17047939,Dotter;Cornelia Jakobs;Anna Bergendahl
Lorelle Paredes,36058,232138,Dream Flows;Eric Ardouin;Adeline Verver
Loren Allred,326761,3281027,"Keala Settle & The Greatest Showman Ensemble;Ziv Zaifman, Hugh Jackman, Michelle Williams;Hugh Jackman & Zac Efron"
Lorena Chaves,15596,310838,Crombie;Amanda Rodrigues;Midian Nascimento
Lorenz Büffel,45682,370453,Julian Sommer;Ikke Hüftgold;Tim Toupet
Lorenzo,81496,2596483,Vald;Kik;Orelsan
Lorenzo Di Martino,289,5012,O'Bros;Copain;Realtalk Records
Lorenzo Fiore,87040,394192,Allysium;Flori Vivea;Hudson Rull
Loretta Lynn,407958,4869010,Tammy Wynette;Conway Twitty & Loretta Lynn;Conway Twitty
Lorhann,2564,11261,Canções Para Curar;Esperança & Fé;A Vida Music
Lori Mechem,34474,122987,Timothy Cooper;Scott Hiltzik;Steven Gores
Lori Meyers,115108,3768508,Viva Suecia;Sidonie;Supersubmarina
Lorne Balfe,269061,6475402,Brian Tyler;Jesper Kyd;Sarah Schachner
Los 4,20302,292144,El Kimiko Y Yordy;El Chacal;El Micha
Los Abuelos De La Nada,268524,3665792,Andrés Calamaro;Charly García;Viejas Locas
Los Amigos Invisibles,246363,4531921,La Vida Bohème;Rawayana;Caramelos de Cianuro
Los Amores Recientes,13609,44857,las perlas negras;Las Penas;Las Tres Abejas
Los Antiguos,3604,63515,Dragonauta;Soldati;Terror Cósmico
Los Apson,41856,310069,Los Solitarios;Rigo Tovar;Valentín Elizalde
Los Apson Boys,41856,310069,Los Solitarios;Rigo Tovar;Valentín Elizalde
Los Apus,545,3679,Los Pukas del Perú;Porfirio Ayvar;Dúo Ayacucho
Los Auténticos Decadentes,254958,4511599,Los Fabulosos Cadillacs;Vicentico;Bersuit Vergarabat
Los Baby's,4719,34916,Los Freddy's;Juanello;Los Strwck
Los Benders,4062,36261,Los Gatos rockabilly;Rebel Cats;Eddie y Los Grasosos
Los Blue Caps,2899,10899,Los Yaki;Garibaldi;La Joven Guardia
Los Brios,16664,94856,Los Humildes;Grupo Miramar;Laura Flores
Los Bunkers,243537,10662883,Los Tres;Los Prisioneros;Glup!
Los Caballeros De La Quema,27692,374619,La Mancha De Rolando;Las Pelotas;Los Piojos
Los Cafres,178570,3175098,Nonpalidece;Gondwana;Los Pericos
Los Caligaris,64363,1434059,Inspector;Panteón Rococó;Los Auténticos Decadentes
Los Camisas Negras,1606,5037,Los Crazy Boys;Los Seven Days;Queta Garay
Los Chicanos,4328,22669,Los Cuatro Soles;Los Polifaceticos;La Tropa Loca
Los Chijuas,6862,27916,The Sound Magics;The Elois;Scrugg
Los Churumbeles De España,3433,23697,Juan Legido;Genaro Monreal;Maria Luisa Landin
Los Cinco Latinos,11145,62125,Los 5 Latinos;Angelica Maria;Los Hitters
Los Corazones Solitarios,3407,15184,Los Tukas;La Migra;Grupo Modelo
Los Crazy Boys,4674,18744,Los Sinners;Los Hitters;Los Rebeldes Del Rock
Los Crudos,41989,1810724,Spazz;Limp Wrist;Electro Hippies
Los Cuatro Soles,2197,7410,Grupo Miramar;Industria Del Amor;Los Rehenes
Los Daniels,58507,884229,DLD;La Gusana Ciega;Enjambre
Los De Abajo,103617,713974,Los Estrambóticos;Panteón Rococó;Sekta Core
Los Delinquentes,130539,1870005,La Raíz;La Plazuela;Estopa
Los Diabólicos,6383,66647,Los Cretinos Desleales;Mengers;O Tortuga
Los Dinner's,244,1003,Los Audaces del Ritmo;Gil Rivera y su Grupo Gitano;TROPICAL MONTENEGRO
Los Enanitos Verdes,261775,3447265,Hombres G;Vilma Palma E Vampiros;Maná
Los Estramboticos,26744,371391,Salón Victoria;Panteón Rococó;Inspector
Los Ex,19077,258411,Javiera & Los Imposibles;Guiso;Primavera de Praga
Los Fabulosos Cadillacs,485303,9560319,Los Auténticos Decadentes;Los Pericos;Vicentico
Los Freddy's,16851,126510,Los Muecas;Industria Del Amor;Grupo Modelo
Los Fredy´s,417,2027,Los Freddy's;Los Polifaceticos;Los Originales Pasteles Verdes Del Peru
Los Freneticos Del Ritmo,413,794,Los Jet Twisters;Vianey Valdez;Hermanas Jimenez
Los Gardelitos,15755,257032,Callejeros;Guasones;La Renga
Los Gatos Negros,10222,76880,One Reason;Matty Pop Chart;Soophie Nun Squad
Los Gliders,2751,7992,Los Locos Del Ritmo;Los Rockin Devils;Los Matematicos
Los Hermanos,698012,51572557,Marcelo Camelo;Cícero;Banda do Mar
Los Hermanos Campos,12994,86735,Maihuen de Los Angeles;Silvia Infantas Y Los Condores;Daniel Muñoz
Los Hermanos Carrion,7388,36897,Alberto Vazquez;Manolo Muñoz;Los Crazy Boys
Los Hermanos Lopez,1072,5446,Roberto y Su Nuevo Montuno;Orquesta Colon;Rafi Val y La Diferente
Los Hitters,6636,30462,Los Belmonts;Los Rebeldes Del Rock;Los Johnny Jets
Los Hnos. Carrión,1002,2405,Hermanos Carrion;Los Rogers;Mayte Gaos
Los Hooligans,18420,108758,Jump With Joey;Eastern Standard Time;royal roost
Los Indios Tacunau,1387,8502,Alfredo Abalos;Los Altamirano;Hugo Del Carril
Los Intocables,3429,30562,Staya Staya;Los Pies Negros;Jamaica 69
Los Johnny Jets,5563,23119,Los Hitters;Los Belmonts;Los Loud Jets
Los Juniors,3733,11401,Los Loud Jets;Los Belmonts;Los Hitters
Los KK,2726,52623,sapu punk;t.a.m.;Curasbun
Los Korucos,2537,35617,La Trenza De La Abuela;Royal Club;La Parranda Magna
Los Legendarios,109004,931166,Nio Garcia;Lunay;Wisin y Yandel
Los Llopis,3819,14989,Los Sinners;Los Crazy Boys;Los Loud Jets
Los Locos Del Ritmo,17849,99546,Los Rebeldes Del Rock;Los Loud Jets;Los Belmonts
Los Loud Jets,2082,9143,Los Juniors;Los Belmonts;Los Hitters
Los Látigos,12273,83626,Adicta;Victoria Mil;Leo García
Los Master's,453,2882,El Gran Caribe de Numan Medina;Argenis Carruyo;Alfredo Rojas y Su Caribe Show
Los Matematicos,1952,9176,Los Cheyenes;Los Shains;Los Locos Del Ritmo
Los Miserables,28922,554381,Fiskales Ad-Hok;Pettinellis;Los Prisioneros
Los Mitos,5133,27055,Juan Y Junior;Los Mustang;Los Cheyenes
Los Moonlights,3161,22025,Chuy Vega;Zamacona;Los Corazones Solitarios
Los Muchachos De Antes,3800,17007,Francini-Pontier;José Basso;Alberto Podesta
Los Muertos de Cristo,22991,562077,Envidia Kotxina;Puagh;Asto Pituak
Los Nastys,12614,122331,The Parrots;Futuro Terror;Mediapunta
Los Ovnis,6035,28990,Los Hitters;Los Yaki;Los sleepers
Los Pandilleros,405,1317,Rebel Cats;Eddie y Los Grasosos;Los Gatos rockabilly
Los Pasteles Verdes,37063,318501,Los Terrícolas;Los Angeles Negros;Los Terricolas
Los Peores De Chile,8595,103913,MacHuca;Sexual Democracia;BBS Paranoicos
Los Pericos,216436,3081019,Los Cafres;Los Auténticos Decadentes;Los Fabulosos Cadillacs
Los Perlas,2333,8861,Los hermanos Campos;Silvia Infantas Y Los Condores;Los Chileneros
Los Piojos,101647,3033484,Ciro y Los Persas;Patricio Rey y sus Redonditos de Ricota;Divididos
Los Piratas,122403,2617527,Iván Ferreiro;Lori Meyers;Los Planetas
Los Pirañas,19428,122880,FRENTE CUMBIERO;Chicha Libre;Meridian Brothers
Los Planetas,166460,7072344,Sr. Chinarro;Triángulo de Amor Bizarro;Los Punsetes
Los Poetas De La Guitarra,2525,28237,Juan Veronico;Roberto Rojas;Guitarras Mágicas
Los Polifaceticos,4071,17035,Los Muecas;Juanello;Hermanos Carrion
Los Prisioneros,270519,8195439,Los Bunkers;Los Tres;Jorge González
Los Punsetes,62940,2068492,Los Planetas;Joe Crepúsculo;León Benavente
Los Rebujitos,24239,303678,Decai;La Húngara;Sergio Contreras
Los Reno,5741,26345,Los Hitters;Los Brios;Virginia Lopez
Los Retros,445208,7812091,mellow fellow;boy pablo;Chicano Batman
Los Reyes Del Tango,2092,13516,Angel D'agostino;Francisco Canaro y Su Orquesta;Beba Pugliese
Los Rodriguez,176160,2210550,Andrés Calamaro;Fito Páez;Los Abuelos de la Nada
Los Rogers,3050,11243,Los Matematicos;Los Fugitivos;Los Crazy Boys
Los Roller's,464,3050,grupo callado;Refugio de amor;Luis Mosqueda y los Roller's
Los Ronaldos,55623,437721,Gabinete Caligari;Loquillo Y Los Trogloditas;M-Clan
Los Rude Boys,8611,81998,Royal Club;Nana Pancha;Maskatesta
Los Saylors,777,3371,Los Strwck;Los Barón De Apodaca;Los Freddy's
Los Sebosos Postizos,96469,1357040,Nação Zumbi;Curumin;Douglas Germano
Los Secretos,116581,1231463,La Guardia;Gabinete Caligari;M-Clan
Los Shadows,15031,162411,Twin Seas;Swim Rest;Stevie Zita
Los Sinners,3481,13768,Los Crazy Boys;Los Loud Jets;Los Juniors
Los Skarnales,6770,58784,Almalafa;Viernes 13;La Banda Skalavera
Los Sleepers,5610,23094,Los Juniors;Los Rockin Devils;Los Loud Jets
Los Soberanos,3882,31828,Cola Jet Set;Los Flechazos;Corazón
Los Solistas,1185,4057,LAS GUITARRAS DE ORO;Orquesta Típica Misteriosa Buenos Aires;Carlos Di Sarli
Los Solitarios,21776,204644,Los Yonic's;Viento Y Sol;Los Bukis
Los Sonor's,2264,12324,Los Lideres;Fiesta 85;Los Papis RA7
Los Strwck,4959,25032,Los Polifaceticos;Los Originales Pasteles Verdes Del Peru;Juanello
Los Superclasicos,2130,6737,Los Rogers;Los Camisas Negras;Enrique Guzmán & Teen Tops
Los Tecolines,30872,189462,Los Dandys;Los Tres Diamantes;Los Tres Reyes
Los Teen Tops,20485,134508,Los Rebeldes Del Rock;Cesar Costa;Enrique Guzmán & Teen Tops
Los Tiki Phantoms,24886,315407,Huevos Rancheros;Insect Surfers;El Ray
Los Tipitos,80166,888520,Turf;Ciro y Los Persas;Estelares
Los Traviesos,3498,16682,Walter Y Su Órgano;Calculín;Marimba De La Direccíon De Seguridad Pública De Chiapas
Los Tres Caballeros,79169,715307,Los Tres Diamantes;Alvaro Carrillo;Los Tres Reyes
Los Tukas,2299,11180,Los Corazones Solitarios;Los Muecas;La Migra
Los Twist,16281,172613,Los Gatos;Fabiana Cantilo;Charly García
Los Vaguens,6645,93887,NEGRØ;Los Plastics Revolution;O Tortuga
Los Victorios,4421,51490,Maskatesta;Royal Club;Nana Pancha
Los Xochimilcas,3686,43368,Chava Flores;Tin Tan;Jaime López
Los Yaki,3260,14328,Los Hitters;Los Locos Del Ritmo;Los Belmonts
Los Yorsy's,905,3149,Los Camisas Negras;Mayte Gaos;Vianey Valdez
Lost Boyz,109789,793642,The Lox;Keith Murray;LL Cool J
Lost Fables,23224,121983,Chopade;Lugnet före stormen;Bedtijd
Lost Frequencies,1069666,20019140,Robin Schulz;Kygo;Sam Feldt
Lost Kids,24748,176241,Gorilla Angreb;Cola Freaks;No Hope For the Kids
Lost Stories,32462,294163,Tej Gill;Himonshu Parikh;Adarsh Rao
Lostboycrow,262842,2526820,young friend;DOUBLECAMP;Wild Party
Lotta Engberg,22852,150036,Kikki Danielsson;Lotta & Anders Engbergs Orkester;Wizex
Lou Bega,853646,4688850,Los Del Rio;Vengaboys;Ricky Martin
Lou Rawls,405704,2476202,Harold Melvin & The Blue Notes;The O'Jays;Billy Paul
Lou Reed,2105480,45329168,The Velvet Underground;Lou Reed & John Cale;John Cale
Louane,192479,3467203,Vianney;Joseph Kamel;Joyce Jonathan
Loubet,45403,514500,Bruno & Barretto;Pedro Paulo & Alex;Antony & Gabriel
Loud Luxury,572030,7308659,Joel Corry;Sam Feldt;Sigala
Louie Anderson,5335,33255,Richard Jeni;Willie Barcena;Clinton Jackson
Louie Cut,7536,50358,Avrosse;Roddy Lima;Patrik Soderbom
Louie Vega,98313,516270,Moodymann;Masters at Work;Joey Negro
Louis & Clark,6154,30212,Markus Volker;Tet;Vnce Dolanbay
Louis Armstrong,2672823,38820363,Ella Fitzgerald;Ella Fitzgerald & Louis Armstrong;Duke Ellington
Louis Capone,22024,202738,Jafiki;Shao Dow;Reece Lett
Louis Chedid,19474,159921,Eddy Mitchell;Michel Jonasz;Thomas Dutronc
Louis Katz,5668,64217,Tommy Campbell;Tom Papa;Chad Daniels
Louis Koo,1651,16102,邰正宵;Terence Siufay;Phil Lam
Louis Pascal,307,2730,Victoria Orenze;Moses Bliss;Prinx Emmanuel
Louis Prima,697591,5555183,Louis Prima & Keely Smith;The Andrews Sisters;Bobby Darin
Louis The Child,547767,9552128,
Louise Attaque,240396,4914892,Matmatah;Noir Désir;Gaëtan Roussel
Louise Hoffsten,26735,237146,Sara Isaksson;Rebecka Törnqvist;Totta Näslund
Lourenco & Lourival,2330,12984,Liu & Léu;Peão Carreiro E Zé Paulo;Duduca & Dalvan
Louro Santos & Forró da Malagueta,2032,8933,Carta de Baralho;Louro Santos;Banda Cascavel
Louyah,44766,334745,
Lov1,14185,735368,Björn Holmgren;ADAAM;Henric Edström
Lovage,384723,6715632,Handsome Boy Modeling School;Peeping Tom;Tricky
Love,858086,14043654,13th Floor Elevators;The Byrds;The Zombies
Love Falk,22707,127948,Noah Jacob;Lana Jax;Mia Carrera
Love Unlimited,95237,397682,Love Unlimited Orchestra;Barry White;Skyy
Love and Rockets,315130,3992685,
Love of Lesbian,165152,10193376,Izal;Vetusta Morla;Lori Meyers
Love to Sing,20863,145683,Pancake Manor;Itty Bitty Beats;All 4 Kids
LoveJSan,16291,199018,unknxwn.;IVOXYGEN;Paris Shadows
Loveless,200958,5551721,Stand Atlantic;Yours Truly;Against the Current
Lovely Rascals,10250,21816,8track mind;Taffey;Ouija Chords
Loverboy,593229,4115324,Billy Squier;Eddie Money;.38 Special
Loving,552298,9431195,Brad stank;Good Morning;Mild High Club
Low,958553,29449257,Alan Sparhawk;Codeine;Bedhead
Low Steppa,112482,710155,Illyus & Barrientos;Cassimm;Piero Pirupa
Low-E,2355,17310,Alpha²;Prefix & Density;Energyzed
Lowell Lo,4170,35118,Kenny Bee;Tat Ming Pair;Chilam
Lower Than Atlantis,171919,4747627,Mallory Knox;Deaf Havana;Don Broco
Loyla Lo,6584,13265,Casper Loe;Ayling Lighthouse;Airship River
Loyle Carner,440827,16598660,Kofi Stone;Frankie Stew and Harvey Gunn;Knucks
Ls Jack,87276,1025126,Detonautas Roque Clube;Jota Quest;Capital Inicial
Lstn,77789,575476,Nora Van Elken;Nora En Pure;Sebastian Davidson
Lt. Stitchie,6413,27425,Chuck Turner;Little Twitch;Admiral Bailey
Lu Han,92034,1633087,LAY;EXO-M;Z.TAO
Luamarte,6720,49752,"Flavio Ferrari;Peu;Eu, Trovador"
Luan Estilizado,48826,348556,Mastruz Com Leite;Xand Avião;Raí Saia Rodada
Luan Pereira,165163,2494785,Dj Chris No Beat;Ana Castela;Murilo Huff
Luana Berti,11233,66038,"Day;DUOGRAM;Eu, Trovador"
Luar La L,79011,1462007,Hades66;Dei V;Anuel AA
Luc Delvaux,6536,12972,Virg0h;Natural Yoghurt;Quality Blues
Luca,166253,1131357,Fred V;Muffler;Nimus
Luca Brasi,29630,616517,Sly Withers;Kisschasy;Beddy Rays
Luca Vieri,357,1065,Antti Paakkonen;Aku Laitinen;Yasmine Yamajako
Luca Ward,665,2554,Luca Laurenti;Maria Cristina Brancucci;Mirko Pontrelli
Lucas & Steve,240520,3028651,Mike Williams;Jay Hardway;Sick Individuals
Lucas Cervetti,5654,30843,Frecuencias;Frecuencias Sagradas;Alinear Chakras
Lucas Estrada,205588,2022937,Mauve;Marc Benjamin;SRTW
Lucas Lomholt Eriksen,410,3490,Carsten Svendsen;Mira Andrea Balloli;Pelle Emil Hebsgaard
Lucas Lucco,154738,2258800,Gusttavo Lima;Cristiano Araújo;Luan Santana
Lucas Nord,109590,515860,Tove Lo;Astrality;Alesso
Lucas Reis & Thácio,7416,64978,João Carreiro;João Carreiro & Capataz;João Mulato e Douradinho
LucasPianoRoom,17884,169376,JaianMusic;Blue Spark;Lars Sorensen
Lucca e Mateus,9978,68950,Os Parazim;PH e Michel;Juan Marcus & Vinícius
Luccas Carlos,100098,3115935,Budah;Pineapple StormTV;Xamã
Lucenzo,246685,1363378,Keen'V;Collectif Métissé;DJ Assad
Lucia Guiada,2083,7019,Relajacion Ariel;Memoria Linda;Last Comfort Zone
Luciana Mello,71411,437336,Pedro Mariano;Paula Lima;Zélia Duncan
Luciano,359699,14267254,Freddie McGregor;KitschKrieg;Sizzla
Luciano Claw,1836,14510,Robson Nascimento;Raiz Coral;Sérgio SAAS
Luciano Pavarotti,491412,4500975,José Carreras;Plácido Domingo;Andrea Bocelli
Luciano Pereyra,40443,445050,Rombai;Jambao;Piso 21
Lucille Croft,39837,212375,Coopex;Processor;Türküm
Lucio Demare,11957,90154,Quinteto Pirincho;Alfredo Gobbi;Roberto Firpo
Lucky Ali,70828,808830,Mohit Chauhan;Amit Trivedi;KK
Lucky Daye,575680,11866720,Arin Ray;Victoria Monét;Kehlani
Lucky Luke,206098,2530644,HVME;Tujamo;Vize
Lucus,29998,311185,Nick Bonin;Ryster;Paris Shadows
Lucy Rose,504808,7839035,Billie Marten;The Staves;Marika Hackman
Lucybell,88443,3826507,De Saloon;Los Tres;La Ley
Ludmila Ferber,23864,340804,Eyshila;Fernanda Brum;Trazendo a Arca
Ludomir,7221,30925,Brekk;Bergs;Alivio
Ludovico Einaudi,1603136,59549750,Roberto Cacciapaglia;Whitetree;Dirk Maassen
Ludovico Technique,42683,772317,Third Realm;SlashGore;Shiv-R
Ludwig van Beethoven,2697866,56212722,Wolfgang Amadeus Mozart;Johann Sebastian Bach;Johannes Brahms
Luedji Luna,149588,4817049,Xênia França;Céu;Mahmundi
Lugatti,11674,339513,Xaver;Toobrokeforfiji;RAMZEY
Lugatti & 9ine,30460,1896090,Tom Hengst;OG Keemo;Kwam.E
Lugnet före stormen,30686,218519,Chopade;Sami Muni;Sir Martin Walker
Lui Joseph,56286,634380,amag;Diveliner;thekidszn
Luidji,79344,4907330,Josman;Nekfeu;Damso
Luigi Madonna,25206,126963,Roberto Capuano;Skober;Jel Ford
Luigi Texidor,1888,7605,Salsa Fever;Tito Allen;Conjunto Clásico
Luis Aguile,14552,55162,Silvana Di Lorenzo;MOLOK0;Chili Fernandez
Luis Alberto Spinetta,175366,6371322,Spinetta Jade;Spinetta y los Socios del Desierto;Invisible
Luis Arcaraz Y Su Orquesta,7587,39476,Antonio Badu;Hermanos Martinez Gil;Fernando Fernandez
Luis Berra,80199,300175,Ophelia Wilde;Koshun Nakao;Elias Kiefer
Luis Eduardo Aute,85203,1019937,Pablo Milanés;Silvio Rodríguez;Joaquín Sabina
Luis Enrique,190031,1355691,Tommy Olivencia;Gilberto Santa Rosa;Eddie Santiago
Luis Fonsi,1148034,12824562,David Bisbal;Reik;Pablo Alborán
Luis Mosqueda y los Roller's,127,700,Los Roller's;Lalo Y Los Descalzos;Jorge Acosta
Luis Pescetti,5377,106760,Piojos y Piojitos;Arbolito;Tonolec
Luis Salinas,25964,286946,Jack Jezzro;Acoustic Alchemy;Bob James
Luis Ángel Gómez Jaramillo,93736,606611,Anthony Gonzalez;Marco Antonio Solís;Benjamin Bratt
Luisa Amogida,14233,44903,Aisha Edwards;Vanja Lind;Anne Vallayer
Luisito Ayala Y La Puerto Rican Power,44183,211643,David Pabon;Maelo Ruiz;Víctor Manuelle
Luisito Carrion,6689,30796,Cano Estremera;Roberto Lugo;PEDRO ARROYO
Luismi,617217,25085678,José José;Cristian Castro;Alejandro Sanz
Luiz Arcanjo,1414,10996,Robson Nascimento;João Alexandre;Sérgio SAAS
Luiz Ayrao,26339,129983,Paulo Diniz;Os Incríveis;Agepê
Luiz Bonfá,412189,5124971,Roberto Menescal E Seu Conjunto;Tamba 4;Baden Powell
Luiz Gonzaga,259358,4366350,Dominguinhos;Trio Nordestino;Flávio José
Luiz Henrique e Leo,23053,182334,Vitor e Luan;Max e Luan;João Gustavo e Murilo
Luiz Melodia,193615,2647427,Gilberto Gil;João Bosco;Jards Macalé
Luiza Possi,79926,2081731,Marina Elali;Preta Gil;Tânia Mara
Lujipeka,29649,1258702,Orelsan;Casseurs Flowters;Lorenzo
Luka Rosi,1600,10335,Bayera;Playboys;DeFis
Lukas Agustinho,15567,140187,Julia Vitória;Gabriela Rocha;Isadora Pompeo
Lukas Freudenberger,4966,25040,Bjoern Torwellen;Kai Pattenberg;Matt Mus
"Lukas, Der Rapper",7025,118925,Lukas Litt;OliverMusik;MacTom
Luke Abbott,152677,1372455,Nathan Fake;James Holden;Clark
Luke Bryan,1000376,20595786,Jason Aldean;Florida Georgia Line;Dierks Bentley
Luke Chiang,239543,7889905,Jeff Bernat;slchld;Rini
Luke Combs,639511,30660859,Morgan Wallen;Jordan Davis;Bailey Zimmerman
Luke Howard,229576,1995219,Sophie Hutchings;Sirius Eyes;Bruno Bavota
Luke Marzec,26292,124715,Amber-Simone;Two Another;Tommy Down
Luke Sital-Singh,246933,2008901,Roo Panes;Old Sea Brigade;Stu Larsen
